plant_id,raw_plant_id,canonical_key,canonical_scientific_name,family_name,source_name,source_url,retrieved_at
b0a0c70f-340e-52bf-b3e5-69f51b35041a,138,gbif:2895345,Coffea arabica L.,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2895345,2026-06-02T16:45:51+00:00
b3ebb426-4906-5f75-bf37-67dcc7c397cb,140,gbif:2895528,Coffea canephora Pierre ex A.Froehner,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2895528,2026-06-02T16:45:51+00:00
3b2caea6-c831-588d-877f-aed509f9c5ea,282,gbif:2905600,Ixora chinensis Lam.,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2905600,2026-06-02T16:45:51+00:00
0b49e5e5-a40e-5f47-9641-b946c776811f,368,gbif:2909527,Paederia foetida L.,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2909527,2026-06-02T16:45:52+00:00
c997f3c0-853a-5034-8081-990481d76fe7,359,gbif:2911970,Oldenlandia corymbosa L.,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2911970,2026-06-02T16:45:52+00:00
d9ed2164-9d0a-5d2d-8772-4e187f4412e9,115,gbif:2921359,Carapichea ipecacuanha (Brot.) L.Andersson,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2921359,2026-06-02T16:45:51+00:00
3d49d23c-a77d-5fd3-b332-ae97463c9d3f,300,gbif:2925303,Lantana camara L.,Verbenaceae,KNApSAcK World,https://www.gbif.org/species/2925303,2026-06-02T16:45:51+00:00
1d3870dd-d01f-5067-a9f3-16e92df541c1,301,gbif:2925321,Lantana trifolia L.,Verbenaceae,KNApSAcK World,https://www.gbif.org/species/2925321,2026-06-02T16:45:51+00:00
ba699fda-df4b-5c26-9542-d45cfe38b634,473,gbif:2925462,Stachytarpheta mutabilis (Jacq.) Vahl,Verbenaceae,KNApSAcK World,https://www.gbif.org/species/2925462,2026-06-02T16:45:52+00:00
8325ae47-c6c7-5e7b-89b1-01cbafa627bd,472,gbif:2925463,Stachytarpheta jamaicensis (L.) Vahl,Verbenaceae,KNApSAcK World,https://www.gbif.org/species/2925463,2026-06-02T16:45:52+00:00
2772c6e1-69e9-5a24-9abc-33fd1944a2bf,525,gbif:2925561,Vitex trifolia L.,Lamiaceae,KNApSAcK World,https://www.gbif.org/species/2925561,2026-06-02T16:45:52+00:00
39b0f416-813e-574b-9bba-b17700bedfc0,524,gbif:2925564,Vitex negundo L.,Lamiaceae,KNApSAcK World,https://www.gbif.org/species/2925564,2026-06-02T16:45:52+00:00
e0d2a967-720d-5cf1-a709-4fad8be84402,499,gbif:2925649,Tectona grandis L.f.,Lamiaceae,KNApSAcK World,https://www.gbif.org/species/2925649,2026-06-02T16:45:52+00:00
da6b2d83-f414-59d2-8402-00bbcb1014ce,185,gbif:2925655,Duranta erecta L.,Verbenaceae,KNApSAcK World,https://www.gbif.org/species/2925655,2026-06-02T16:45:51+00:00
