input_name,raw_plant_id,canonical_lookup_key,source_row_count,query_status,http_status,error_message,matched_name,accepted_name,authorship,rank,taxonomic_status,match_type,confidence,gbif_usage_key,gbif_accepted_usage_key,gbif_species_key,gbif_genus_key,gbif_family_key,gbif_kingdom_key,family_name,cache_key,cache_path
Intsia bijuga,274,intsia bijuga,1,ok,200,,Intsia bijuga (Colebr.) Kuntze,Intsia bijuga (Colebr.) Kuntze,(Colebr.) Kuntze,SPECIES,ACCEPTED,EXACT,99,2963211,2963211,2963211,2963210,5386,6,Fabaceae,ec7d7e7d9e810c2e3123abae29f794ae7f17e5e24b80aa6b2241801927340266,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ec7d7e7d9e810c2e3123abae29f794ae7f17e5e24b80aa6b2241801927340266.json
Ipomoea aquatica,275,ipomoea aquatica,1,ok,200,,Ipomoea aquatica Forssk.,Ipomoea aquatica Forssk.,Forssk.,SPECIES,ACCEPTED,EXACT,100,2928525,2928525,2928525,2928509,2389,6,Convolvulaceae,03e1862122fcbc1694f4a9b53479e6c7f6398756d8323f6e833aa323d68f63c6,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\03e1862122fcbc1694f4a9b53479e6c7f6398756d8323f6e833aa323d68f63c6.json
Ipomoea batatas,276,ipomoea batatas,1,ok,200,,Ipomoea batatas (L.) Lam.,Ipomoea batatas (L.) Lam.,(L.) Lam.,SPECIES,ACCEPTED,EXACT,99,2928551,2928551,2928551,2928509,2389,6,Convolvulaceae,dbfce8ee58ce73afc082f7d5a65a9966d32649ef29986783221d07f50ebf8832,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\dbfce8ee58ce73afc082f7d5a65a9966d32649ef29986783221d07f50ebf8832.json
Ipomoea cairica,277,ipomoea cairica,1,ok,200,,Ipomoea cairica (L.) Sweet,Ipomoea cairica (L.) Sweet,(L.) Sweet,SPECIES,ACCEPTED,EXACT,100,2928531,2928531,2928531,2928509,2389,6,Convolvulaceae,c0e6813b9d7b760f39653b18904d59bb8f81112413f952454bde449d6101d34a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c0e6813b9d7b760f39653b18904d59bb8f81112413f952454bde449d6101d34a.json
Ipomoea pes-caprae,278,ipomoea pes caprae,1,ok,200,,Ipomoea pes-caprae (L.) R.Br.,Ipomoea pes-caprae (L.) R.Br.,(L.) R.Br.,SPECIES,ACCEPTED,EXACT,99,7999386,7999386,7999386,2928509,2389,6,Convolvulaceae,4a5a2d54cfb1dcd93b4c42cbe55ef96545651348f331434ba141b3510850479e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4a5a2d54cfb1dcd93b4c42cbe55ef96545651348f331434ba141b3510850479e.json
Ipomoea reptans,279,ipomoea reptans,1,ok,200,,Convolvulaceae,Convolvulaceae,,FAMILY,ACCEPTED,HIGHERRANK,99,2389,2389,,,2389,6,Convolvulaceae,ff29754ab623201a7b4ca76182517d4c8ca38592b205a6d259e8bb138baf7260,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ff29754ab623201a7b4ca76182517d4c8ca38592b205a6d259e8bb138baf7260.json
Ipomoea sp.,280,ipomoea sp,1,ok,200,,Ipomoea L.,Ipomoea L.,L.,GENUS,ACCEPTED,HIGHERRANK,95,2928509,2928509,,2928509,2389,6,Convolvulaceae,a9b5132d1ffeaf211374b0e2b82a652693279e20481c1b0c43e39bf2c6c5bf72,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a9b5132d1ffeaf211374b0e2b82a652693279e20481c1b0c43e39bf2c6c5bf72.json
Isotoma longiflora,281,isotoma longiflora,1,ok,200,,Isotoma longiflora (L.) C.Presl,Hippobroma longiflora (L.) G.Don,(L.) C.Presl,SPECIES,SYNONYM,EXACT,99,5414194,3168943,3168943,3168942,8801,6,Campanulaceae,be40d0915d14b8df7db6946b4008f5c59ff81996952d074bf6e06ab8b0f7da0d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\be40d0915d14b8df7db6946b4008f5c59ff81996952d074bf6e06ab8b0f7da0d.json
Ixora chinensis,282,ixora chinensis,1,ok,200,,Ixora chinensis Lam.,Ixora chinensis Lam.,Lam.,SPECIES,ACCEPTED,EXACT,100,2905600,2905600,2905600,2905224,8798,6,Rubiaceae,a17963127932b96678bcc1a28bbb741609e19a9aa4be381495a2543dc9d8d409,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a17963127932b96678bcc1a28bbb741609e19a9aa4be381495a2543dc9d8d409.json
Jasminum officinale,283,jasminum officinale,1,ok,200,,Jasminum officinale L.,Jasminum officinale L.,L.,SPECIES,ACCEPTED,EXACT,100,3172261,3172261,3172261,3172260,6652,6,Oleaceae,57855df1e283ec8ee47284aee8d50738d94cb9cd07ea01f585c3b6ee322d5043,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\57855df1e283ec8ee47284aee8d50738d94cb9cd07ea01f585c3b6ee322d5043.json
Jasminum sambac,284,jasminum sambac,1,ok,200,,Jasminum sambac (L.) Aiton,Jasminum sambac (L.) Aiton,(L.) Aiton,SPECIES,ACCEPTED,EXACT,99,7587215,7587215,7587215,3172260,6652,6,Oleaceae,ff366e71dc7e46715a32958fd41766f015f801dddd990bbafa1a34b5864e923d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ff366e71dc7e46715a32958fd41766f015f801dddd990bbafa1a34b5864e923d.json
Jatropha curcas,285,jatropha curcas,1,ok,200,,Jatropha curcas L.,Jatropha curcas L.,L.,SPECIES,ACCEPTED,EXACT,99,3072953,3072953,3072953,3072692,4691,6,Euphorbiaceae,5af3815de653d00a091a255c2ad48fbe2e65482b7f7d870e8b202b307f491b23,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5af3815de653d00a091a255c2ad48fbe2e65482b7f7d870e8b202b307f491b23.json
Jatropha gossypifolia,286,jatropha gossypifolia,1,ok,200,,Jatropha gossypiifolia L.,Jatropha gossypiifolia L.,L.,SPECIES,ACCEPTED,VARIANT,98,3072900,3072900,3072900,3072692,4691,6,Euphorbiaceae,d05f2099c7dc6657689f550e3e784e418fb154b6ee6abd55f2da333f3dbfc149,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d05f2099c7dc6657689f550e3e784e418fb154b6ee6abd55f2da333f3dbfc149.json
Jatropha gossypiifolia,287,jatropha gossypiifolia,1,ok,200,,Jatropha gossypiifolia L.,Jatropha gossypiifolia L.,L.,SPECIES,ACCEPTED,EXACT,100,3072900,3072900,3072900,3072692,4691,6,Euphorbiaceae,15d6a4e274d8f8592b13bf50a3c6d7c441b0579f30791060c8b7a88f4ef5f8a8,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\15d6a4e274d8f8592b13bf50a3c6d7c441b0579f30791060c8b7a88f4ef5f8a8.json
Jatropha multifida,288,jatropha multifida,1,ok,200,,Jatropha multifida L.,Jatropha multifida L.,L.,SPECIES,ACCEPTED,EXACT,100,3072985,3072985,3072985,3072692,4691,6,Euphorbiaceae,1fa22ad98eaf0514dd4ba9ac69755d5ff6a1b9fbd8402d929c5db7cc6862cec0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1fa22ad98eaf0514dd4ba9ac69755d5ff6a1b9fbd8402d929c5db7cc6862cec0.json
Jatropha podagrica,289,jatropha podagrica,1,ok,200,,Jatropha podagrica Hook.,Jatropha podagrica Hook.,Hook.,SPECIES,ACCEPTED,EXACT,100,3073016,3073016,3073016,3072692,4691,6,Euphorbiaceae,d766e8e98c82023945be8eae626a39fc05dfb69860e66312ba62f4df5c68d22a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d766e8e98c82023945be8eae626a39fc05dfb69860e66312ba62f4df5c68d22a.json
Juniperus sp.,290,juniperus sp,1,ok,200,,Juniperus L.,Juniperus L.,L.,GENUS,ACCEPTED,HIGHERRANK,96,2684359,2684359,,2684359,8144,6,Cupressaceae,ec893af48df8059361089c12ac5b7585dc8bd0c4ae6989797350e459e97760d9,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ec893af48df8059361089c12ac5b7585dc8bd0c4ae6989797350e459e97760d9.json
Kaempferia galanga,291,kaempferia galanga,1,ok,200,,Kaempferia galanga L.,Kaempferia galanga L.,L.,SPECIES,ACCEPTED,EXACT,100,5301451,5301451,5301451,2756998,4687,6,Zingiberaceae,0b817581638b34f5e9e7b4629917989f11de79367a4a63f932dd133bc1bd9f2f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0b817581638b34f5e9e7b4629917989f11de79367a4a63f932dd133bc1bd9f2f.json
Kaempferia rotunda,292,kaempferia rotunda,1,ok,200,,Kaempferia rotunda L.,Kaempferia rotunda L.,L.,SPECIES,ACCEPTED,EXACT,99,5301445,5301445,5301445,2756998,4687,6,Zingiberaceae,62dea060d3ce44dd9b057b1515640898a99de58a9647d9220f54d2ffcfc21f95,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\62dea060d3ce44dd9b057b1515640898a99de58a9647d9220f54d2ffcfc21f95.json
Kalanchoe daigremontiana,293,kalanchoe daigremontiana,1,ok,200,,Kalanchoe daigremontiana Raym.-Hamet & H.Perrier,Kalanchoe daigremontiana Raym.-Hamet & H.Perrier,Raym.-Hamet & H.Perrier,SPECIES,ACCEPTED,EXACT,100,2985936,2985936,2985936,2985928,2406,6,Crassulaceae,7aec00a3c13e66585c56a452d46d49323863ef2af03a2b04e30a9c974ec242fe,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7aec00a3c13e66585c56a452d46d49323863ef2af03a2b04e30a9c974ec242fe.json
Kalanchoe pinnata,294,kalanchoe pinnata,1,ok,200,,Kalanchoe pinnata (Lam.) Pers.,Kalanchoe pinnata (Lam.) Pers.,(Lam.) Pers.,SPECIES,ACCEPTED,EXACT,100,2985930,2985930,2985930,2985928,2406,6,Crassulaceae,9cc541af9f71a1827e1bbee3201958c728dd66ff943fd6bbb753fe37426487c2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9cc541af9f71a1827e1bbee3201958c728dd66ff943fd6bbb753fe37426487c2.json
Kyllinga brevifolia,295,kyllinga brevifolia,1,ok,200,,Cyperaceae,Cyperaceae,,FAMILY,ACCEPTED,HIGHERRANK,99,7708,7708,,,7708,6,Cyperaceae,033eec2c1406acebd7ba75061118a0864e9132bac0efa6dc805c8ba3da5ea374,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\033eec2c1406acebd7ba75061118a0864e9132bac0efa6dc805c8ba3da5ea374.json
Lactuca indica,296,lactuca indica,1,ok,200,,Lactuca indica L.,Lactuca indica L.,L.,SPECIES,ACCEPTED,EXACT,100,3140510,3140510,3140510,3140231,3065,6,Asteraceae,b8f032b56fb28d444870426db69cc4a5725426aea083a9f26d84945f3ab484bc,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b8f032b56fb28d444870426db69cc4a5725426aea083a9f26d84945f3ab484bc.json
Lagerstroemia indica,297,lagerstroemia indica,1,ok,200,,Lagerstroemia indica L.,Lagerstroemia indica L.,L.,SPECIES,ACCEPTED,EXACT,100,3188725,3188725,3188725,3188723,6684,6,Lythraceae,9d695ba27200f8c144c6ef1c48cd85df77bdd52465045f697ec3fe5e90393f12,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9d695ba27200f8c144c6ef1c48cd85df77bdd52465045f697ec3fe5e90393f12.json
Lagerstroemia speciosa,298,lagerstroemia speciosa,1,ok,200,,Lagerstroemia speciosa (L.) Pers.,Lagerstroemia speciosa (L.) Pers.,(L.) Pers.,SPECIES,ACCEPTED,EXACT,99,3188724,3188724,3188724,3188723,6684,6,Lythraceae,81c90cbbba73e17162f2bb32be806ca48b2942ecc6e7484ac86f36427b877d00,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\81c90cbbba73e17162f2bb32be806ca48b2942ecc6e7484ac86f36427b877d00.json
Lansium domesticum,299,lansium domesticum,1,ok,200,,Lansium domesticum Corrêa,Lansium domesticum Corrêa,Corrêa,SPECIES,ACCEPTED,EXACT,99,3190478,3190478,3190478,3190477,2397,6,Meliaceae,e8c929d10f0a0b37f0a43c6038c9122ad87c719cd6c48fe82c97e842590b42c0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e8c929d10f0a0b37f0a43c6038c9122ad87c719cd6c48fe82c97e842590b42c0.json
Lantana camara,300,lantana camara,1,ok,200,,Lantana camara L.,Lantana camara L.,L.,SPECIES,ACCEPTED,EXACT,100,2925303,2925303,2925303,2925302,6689,6,Verbenaceae,4eb55a2ff08074580872ed16b900bf1e9a5b72f5f2f8f650e9dbdce9ed93f330,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4eb55a2ff08074580872ed16b900bf1e9a5b72f5f2f8f650e9dbdce9ed93f330.json
Lantana trifolia,301,lantana trifolia,1,ok,200,,Lantana trifolia L.,Lantana trifolia L.,L.,SPECIES,ACCEPTED,EXACT,99,2925321,2925321,2925321,2925302,6689,6,Verbenaceae,5d3eb1c82c6c1fa65dfd68d31494ccb935ee20790707c26c4fa2b5cf0fa2348a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5d3eb1c82c6c1fa65dfd68d31494ccb935ee20790707c26c4fa2b5cf0fa2348a.json
Laurentia longiflora,302,laurentia longiflora,1,ok,200,,Campanulaceae,Campanulaceae,,FAMILY,ACCEPTED,HIGHERRANK,99,8801,8801,,,8801,6,Campanulaceae,4a9a385cd4e9da1dea00bca503c41fc45572a37ddbb13a062ea9dbf93b55332e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4a9a385cd4e9da1dea00bca503c41fc45572a37ddbb13a062ea9dbf93b55332e.json
Lawsonia inermis,303,lawsonia inermis,1,ok,200,,Lawsonia inermis L.,Lawsonia inermis L.,L.,SPECIES,ACCEPTED,EXACT,100,5420912,5420912,5420912,3188701,6684,6,Lythraceae,9c6ef342edeb7064dc7e2825deb9ad0727798b651b43c2470a2950470338be34,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9c6ef342edeb7064dc7e2825deb9ad0727798b651b43c2470a2950470338be34.json
Leonurus heterophyllus,304,leonurus heterophyllus,1,ok,200,,Leonurus heterophyllus Sweet,Leonurus japonicus Houtt.,Sweet,SPECIES,SYNONYM,EXACT,100,5607368,6410563,6410563,7492548,2497,6,Lamiaceae,09443c60e635b96e56df20442acfb4350767feb5b295d17373d80f53f60a6773,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\09443c60e635b96e56df20442acfb4350767feb5b295d17373d80f53f60a6773.json
Leonurus sibiricus,305,leonurus sibiricus,1,ok,200,,Leonurus sibiricus L.,Leonurus sibiricus L.,L.,SPECIES,ACCEPTED,EXACT,99,5341392,5341392,5341392,7492548,2497,6,Lamiaceae,d0c136a1d35293aa1062b7bea56d705b675335b86318e212820333d0ab5ff93d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d0c136a1d35293aa1062b7bea56d705b675335b86318e212820333d0ab5ff93d.json
Lepidium sativum,306,lepidium sativum,1,ok,200,,Lepidium sativum L.,Lepidium sativum L.,L.,SPECIES,ACCEPTED,EXACT,99,5376565,5376565,5376565,3051713,3112,6,Brassicaceae,60555556c3e56d2a12e9068e1c562e1d626ca833ba560a54a6d2ffc8531e8216,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\60555556c3e56d2a12e9068e1c562e1d626ca833ba560a54a6d2ffc8531e8216.json
Leptospermum flavescens,307,leptospermum flavescens,1,ok,200,,Leptospermum flavescens J.E.Sm.,Leptospermum polygalifolium subsp. polygalifolium,J.E.Sm.,SPECIES,SYNONYM,EXACT,100,3181797,7223950,3181788,3181696,5014,6,Myrtaceae,0c89becfd7d42d275cb16efa69c5fe6d6bee6c16a87ead41dcfec846d84121ac,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0c89becfd7d42d275cb16efa69c5fe6d6bee6c16a87ead41dcfec846d84121ac.json
Leucaena glauca,308,leucaena glauca,1,ok,200,,Leucaena glauca (L.) Benth.,Acaciella glauca (L.) L.Rico,(L.) Benth.,SPECIES,SYNONYM,EXACT,100,2970419,3794870,3794870,6627713,5386,6,Fabaceae,b8c6a9ba6b9d6fa6ea4acd64cc8411e2d9410f8bada5d07dc20270b728808ae9,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b8c6a9ba6b9d6fa6ea4acd64cc8411e2d9410f8bada5d07dc20270b728808ae9.json
Leucaena leucocephala,309,leucaena leucocephala,1,ok,200,,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala (Lam.) de Wit,(Lam.) de Wit,SPECIES,ACCEPTED,EXACT,99,2970418,2970418,2970418,2970337,5386,6,Fabaceae,ba3fa6aae68ecf8469d72e37d033040928ce9dca6465c0f91f5f33890f03a455,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ba3fa6aae68ecf8469d72e37d033040928ce9dca6465c0f91f5f33890f03a455.json
Litsea cubeba,310,litsea cubeba,1,ok,200,,Litsea cubeba (Lour.) Pers.,Litsea cubeba (Lour.) Pers.,(Lour.) Pers.,SPECIES,ACCEPTED,EXACT,99,3033977,3033977,3033977,3033976,6688,6,Lauraceae,9dabc819e5fc4fa06ec90a7b857f46dd445d97d65a952d47371dd3402666c140,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9dabc819e5fc4fa06ec90a7b857f46dd445d97d65a952d47371dd3402666c140.json
Litsea glutinosa,311,litsea glutinosa,1,ok,200,,Litsea glutinosa (Lour.) C.B.Rob.,Litsea glutinosa (Lour.) C.B.Rob.,(Lour.) C.B.Rob.,SPECIES,ACCEPTED,EXACT,100,7304140,7304140,7304140,3033976,6688,6,Lauraceae,63924fc52e36e698c46bfb1f06b301327f440ec32f52b9f4771a1f374ea20a5b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\63924fc52e36e698c46bfb1f06b301327f440ec32f52b9f4771a1f374ea20a5b.json
Ludwigia octovalvis,312,ludwigia octovalvis,1,ok,200,,Ludwigia octovalvis (Jacq.) P.H.Raven,Ludwigia octovalvis (Jacq.) P.H.Raven,(Jacq.) P.H.Raven,SPECIES,ACCEPTED,EXACT,100,5420987,5420987,5420987,3189286,2430,6,Onagraceae,227b08e3539e572f3ba534fc9664585ccb73dbef40198acaec2bc41bc12c72d7,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\227b08e3539e572f3ba534fc9664585ccb73dbef40198acaec2bc41bc12c72d7.json
Luffa cylindrica,313,luffa cylindrica,1,ok,200,,Cucurbitaceae,Cucurbitaceae,,FAMILY,ACCEPTED,HIGHERRANK,98,6634,6634,,,6634,6,Cucurbitaceae,ff9c18bac765e10f9bd654b2b8b1d22a8a39f21fc09970b854390898f37a9a47,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ff9c18bac765e10f9bd654b2b8b1d22a8a39f21fc09970b854390898f37a9a47.json
Luvunga sarmentosa,314,luvunga sarmentosa,1,ok,200,,Luvunga sarmentosa (Blume) Kurz,Luvunga sarmentosa (Blume) Kurz,(Blume) Kurz,SPECIES,ACCEPTED,EXACT,100,3834748,3834748,3834748,8176821,2396,6,Rutaceae,a89dd02d3c6da3347def67f9e345f63d2874ea50c68491d41489ef8e570846cf,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a89dd02d3c6da3347def67f9e345f63d2874ea50c68491d41489ef8e570846cf.json
Madhuca indica,315,madhuca indica,1,ok,200,,Madhuca indica J.F.Gmel.,Madhuca longifolia var. latifolia (Roxb.) A.Chev.,J.F.Gmel.,SPECIES,SYNONYM,EXACT,100,2883353,2883352,2883346,2883218,8802,6,Sapotaceae,26077cb4ef6113c745ebc24c213637713bca01c1b80e6c6f25db0ee0a6b46830,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\26077cb4ef6113c745ebc24c213637713bca01c1b80e6c6f25db0ee0a6b46830.json
Mallotus philippensis,316,mallotus philippensis,1,ok,200,,Mallotus philippensis (Lam.) Müll.Arg.,Mallotus philippensis (Lam.) Müll.Arg.,(Lam.) Müll.Arg.,SPECIES,ACCEPTED,EXACT,99,5378605,5378605,5378605,3062330,4691,6,Euphorbiaceae,c66b745e9bfda2808198c8992ed59953f14b63cfa2bc25ab41f7d8255935616b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c66b745e9bfda2808198c8992ed59953f14b63cfa2bc25ab41f7d8255935616b.json
Malus sylvestris,317,malus sylvestris,1,ok,200,,Malus sylvestris Mill.,Malus sylvestris Mill.,Mill.,SPECIES,ACCEPTED,EXACT,99,3001509,3001509,3001509,3001068,5015,6,Rosaceae,4fb10af4435e1e0961e5464df0885ca0743f5285f1a6f66128653e50129fb950,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4fb10af4435e1e0961e5464df0885ca0743f5285f1a6f66128653e50129fb950.json
Manihot esculenta,318,manihot esculenta,1,ok,200,,Manihot esculenta Crantz,Manihot esculenta Crantz,Crantz,SPECIES,ACCEPTED,EXACT,100,3060998,3060998,3060998,3060685,4691,6,Euphorbiaceae,0f5e163a88714b94453a09ef7b7f63c00b3443bbce045ffb2d497683462d40fe,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0f5e163a88714b94453a09ef7b7f63c00b3443bbce045ffb2d497683462d40fe.json
Manihot utilissima,319,manihot utilissima,1,ok,200,,Manihot utilissima Pohl,Manihot esculenta Crantz,Pohl,SPECIES,SYNONYM,EXACT,100,3061039,3060998,3060998,3060685,4691,6,Euphorbiaceae,0908a44042478663d0c16f4d5c26ffcf15579b3620ddb96abbf8fe08798b30a2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0908a44042478663d0c16f4d5c26ffcf15579b3620ddb96abbf8fe08798b30a2.json
Manilkara zapota,320,manilkara zapota,1,ok,200,,Manilkara zapota (L.) P.Royen,Manilkara zapota (L.) P.Royen,(L.) P.Royen,SPECIES,ACCEPTED,EXACT,100,2885158,2885158,2885158,2885024,8802,6,Sapotaceae,f04c3251a3ae1f379785451f24d5d867aa837caf5efe31dbc781201999651b87,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f04c3251a3ae1f379785451f24d5d867aa837caf5efe31dbc781201999651b87.json
Melaleuca leucadendra,321,melaleuca leucadendra,1,ok,200,,Melaleuca leucadendra (L.) L.,Melaleuca leucadendra (L.) L.,(L.) L.,SPECIES,ACCEPTED,EXACT,100,5415976,5415976,5415976,3175449,5014,6,Myrtaceae,e378bb5d8aad1a5ef90fdb548577c2ca09e1a554a0e06fb1db2365935a929e61,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e378bb5d8aad1a5ef90fdb548577c2ca09e1a554a0e06fb1db2365935a929e61.json
Melaleuca leucadendron,322,melaleuca leucadendron,1,ok,200,,Melaleuca L.,Melaleuca L.,L.,GENUS,ACCEPTED,HIGHERRANK,96,3175449,3175449,,3175449,5014,6,Myrtaceae,baae8e94e0bfcf626fd48943f3cdb310db01b9cc9fd610848a868a43a4210a0e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\baae8e94e0bfcf626fd48943f3cdb310db01b9cc9fd610848a868a43a4210a0e.json
Melastoma malabathricum,323,melastoma malabathricum,1,ok,200,,Melastoma malabathricum L.,Melastoma malabathricum L.,L.,SPECIES,ACCEPTED,EXACT,100,3188511,3188511,3188511,3188510,6683,6,Melastomataceae,66bf1ec900e89b963e6da2752b45bb45a763dacee6d431314dc3a3b9c0fd67f8,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\66bf1ec900e89b963e6da2752b45bb45a763dacee6d431314dc3a3b9c0fd67f8.json
Melia azedarach,324,melia azedarach,1,ok,200,,Melia azedarach L.,Melia azedarach L.,L.,SPECIES,ACCEPTED,EXACT,99,5914287,5914287,5914287,3190496,2397,6,Meliaceae,9dabc147e52c877ba6fe837dfaae6a2e4d21650e0181d6787d50a5979f5dbb91,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9dabc147e52c877ba6fe837dfaae6a2e4d21650e0181d6787d50a5979f5dbb91.json
Melochia corchorifolia,325,melochia corchorifolia,1,ok,200,,Melochia corchorifolia L.,Melochia corchorifolia L.,L.,SPECIES,ACCEPTED,EXACT,99,3152125,3152125,3152125,3152114,6685,6,Malvaceae,68521b2539699e7d64c05afdb177790ce4f871625e34c9750f444fa5c56f8478,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\68521b2539699e7d64c05afdb177790ce4f871625e34c9750f444fa5c56f8478.json
Mentha arvensis,326,mentha arvensis,1,ok,200,,Mentha arvensis L.,Mentha arvensis L.,L.,SPECIES,ACCEPTED,EXACT,100,2927192,2927192,2927192,2927173,2497,6,Lamiaceae,2a1bf16a35db475a3db17e48fd6d1eb376f07ddc0d59f6fbc2752371af747793,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2a1bf16a35db475a3db17e48fd6d1eb376f07ddc0d59f6fbc2752371af747793.json
Mentha piperita,327,mentha piperita,1,ok,200,,Mentha × piperita L.,Mentha × piperita L.,L.,SPECIES,ACCEPTED,EXACT,100,8707933,8707933,8707933,2927173,2497,6,Lamiaceae,94d38660a8049057a7227278ecf9db99a4b2b39327ebbee697a90a30fa750511,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\94d38660a8049057a7227278ecf9db99a4b2b39327ebbee697a90a30fa750511.json
Mesua ferrea,328,mesua ferrea,1,ok,200,,Mesua ferrea L.,Mesua ferrea L.,L.,SPECIES,ACCEPTED,EXACT,100,7330039,7330039,7330039,7329993,4907584,6,Calophyllaceae,abec2adfcbd600c4f72e07b4bac165aaa75c3c6590e03d29f491721e210b6f16,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\abec2adfcbd600c4f72e07b4bac165aaa75c3c6590e03d29f491721e210b6f16.json
Metroxylon sagu,329,metroxylon sagu,1,ok,200,,Metroxylon sagu Rottb.,Metroxylon sagu Rottb.,Rottb.,SPECIES,ACCEPTED,EXACT,100,2733781,2733781,2733781,2733775,7681,6,Arecaceae,727afd2166eb58c4bf304636a2c482b058ddfa9a73560822ca8693d644833260,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\727afd2166eb58c4bf304636a2c482b058ddfa9a73560822ca8693d644833260.json
Michelia alba,330,michelia alba,1,ok,200,,Michelia × alba DC.,Magnolia × alba (DC.) Figlar,DC.,SPECIES,SYNONYM,EXACT,100,5635329,3987892,3987892,2888195,4690,6,Magnoliaceae,af407d5778e24be9cf409b2a6cfe1ee0a58752dfbd812917b689861d972b3f5f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\af407d5778e24be9cf409b2a6cfe1ee0a58752dfbd812917b689861d972b3f5f.json
Michelia champaca,331,michelia champaca,1,ok,200,,Michelia champaca L.,Magnolia champaca (L.) Baill. ex Pierre,L.,SPECIES,SYNONYM,EXACT,100,5939079,3153099,3153099,2888195,4690,6,Magnoliaceae,c0bafff797d05e217d770b4d79b83b0a53b0001dad296c6326e5e45e4c86fc13,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c0bafff797d05e217d770b4d79b83b0a53b0001dad296c6326e5e45e4c86fc13.json
Mikania micrantha,332,mikania micrantha,1,ok,200,,Mikania micrantha Kunth,Mikania micrantha Kunth,Kunth,SPECIES,ACCEPTED,EXACT,99,5398421,5398421,5398421,7722389,3065,6,Asteraceae,38a75810437747f6aa30a6d646d998079acaab6175e0679f2119bab7a5784bb3,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\38a75810437747f6aa30a6d646d998079acaab6175e0679f2119bab7a5784bb3.json
