input_name,raw_plant_id,canonical_lookup_key,source_row_count,query_status,http_status,error_message,matched_name,accepted_name,authorship,rank,taxonomic_status,match_type,confidence,gbif_usage_key,gbif_accepted_usage_key,gbif_species_key,gbif_genus_key,gbif_family_key,gbif_kingdom_key,family_name,cache_key,cache_path
Millingtonia hortensis,333,millingtonia hortensis,1,ok,200,,Millingtonia hortensis L.fil.,Millingtonia hortensis L.fil.,L.fil.,SPECIES,ACCEPTED,EXACT,100,7629955,7629955,7629955,8217499,6655,6,Bignoniaceae,26396a02a04a366ef896464b9fd87f5095e01f659a07d7faded55c0dd2debd61,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\26396a02a04a366ef896464b9fd87f5095e01f659a07d7faded55c0dd2debd61.json
Mimosa pudica,334,mimosa pudica,1,ok,200,,Mimosa pudica L.,Mimosa pudica L.,L.,SPECIES,ACCEPTED,EXACT,99,2969284,2969284,2969284,2969235,5386,6,Fabaceae,85f2d8b1821b2b57fc59e61ae425a48358791601f6e825864b950e43882ce2c1,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\85f2d8b1821b2b57fc59e61ae425a48358791601f6e825864b950e43882ce2c1.json
Mimusops elengi,335,mimusops elengi,1,ok,200,,Mimusops elengi L.,Mimusops elengi L.,L.,SPECIES,ACCEPTED,EXACT,99,2883768,2883768,2883768,2883690,8802,6,Sapotaceae,007d184d81413fc598b0cd00fb19ca86b2acdaa19447d7421d9fd2d6fc37da5b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\007d184d81413fc598b0cd00fb19ca86b2acdaa19447d7421d9fd2d6fc37da5b.json
Mirabilis jalapa,336,mirabilis jalapa,1,ok,200,,Mirabilis jalapa L.,Mirabilis jalapa L.,L.,SPECIES,ACCEPTED,EXACT,100,3086240,3086240,3086240,3086140,6718,6,Nyctaginaceae,6cb795889c32c38fb7e01b11d2e1fb0b2ac392977481fb300d859f67b728fb15,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\6cb795889c32c38fb7e01b11d2e1fb0b2ac392977481fb300d859f67b728fb15.json
Mollugo pentaphylla,337,mollugo pentaphylla,1,ok,200,,Mollugo pentaphylla L.,Trigastrotheca pentaphylla (L.) Thulin,L.,SPECIES,SYNONYM,EXACT,100,3084608,9381433,9381433,3231669,2517,6,Molluginaceae,c68230b9290bd87be792e67e18eacce3d4fb7c2970a8dc025deb8b978f4298c2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c68230b9290bd87be792e67e18eacce3d4fb7c2970a8dc025deb8b978f4298c2.json
Momordica charantia,338,momordica charantia,1,ok,200,,Momordica charantia L.,Momordica charantia L.,L.,SPECIES,ACCEPTED,EXACT,99,2874581,2874581,2874581,2874578,6634,6,Cucurbitaceae,4a506cf3ae820c446a7840702a728b4ae63675dc8117214b5541ab3fabe6b32d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4a506cf3ae820c446a7840702a728b4ae63675dc8117214b5541ab3fabe6b32d.json
Momordica cochinchinensis,339,momordica cochinchinensis,1,ok,200,,Momordica cochinchinensis (Lour.) Spreng.,Momordica cochinchinensis (Lour.) Spreng.,(Lour.) Spreng.,SPECIES,ACCEPTED,EXACT,99,2874580,2874580,2874580,2874578,6634,6,Cucurbitaceae,ea6972691f2943b81d92a2e689584cd38f9aa10abc8ea1f85664ddeefd8134ab,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ea6972691f2943b81d92a2e689584cd38f9aa10abc8ea1f85664ddeefd8134ab.json
Morinda citrifolia,340,morinda citrifolia,1,ok,200,,Morinda citrifolia L.,Morinda citrifolia L.,L.,SPECIES,ACCEPTED,EXACT,100,5339879,5339879,5339879,2915429,8798,6,Rubiaceae,0d2921dead08cac0b5b138072d71c42940bfbe8087cb228311b15d9ac3eb503d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0d2921dead08cac0b5b138072d71c42940bfbe8087cb228311b15d9ac3eb503d.json
Moringa oleifera,341,moringa oleifera,1,ok,200,,Moringa oleifera Lam.,Moringa oleifera Lam.,Lam.,SPECIES,ACCEPTED,EXACT,99,3054181,3054181,3054181,3054180,6753,6,Moringaceae,e85c11a5f140354cd725fd7162f278c6f32d20c8f2293841161c6882764de959,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e85c11a5f140354cd725fd7162f278c6f32d20c8f2293841161c6882764de959.json
Moringa pterygosperma,342,moringa pterygosperma,1,ok,200,,Moringa pterygosperma Gaertn.,Moringa oleifera Lam.,Gaertn.,SPECIES,SYNONYM,EXACT,100,3054182,3054181,3054181,3054180,6753,6,Moringaceae,158dcf33197d0fbfcc5848f5facaed81e9597211aefc726b76195502a5a55729,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\158dcf33197d0fbfcc5848f5facaed81e9597211aefc726b76195502a5a55729.json
Morus alba,343,morus alba,1,ok,200,,Morus alba L.,Morus alba L.,L.,SPECIES,ACCEPTED,EXACT,99,5361889,5361889,5361889,2984545,6640,6,Moraceae,95969d10b32ed9cc248aa583bf12080e69be22cca5dccffbe45d7cc8243f2b62,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\95969d10b32ed9cc248aa583bf12080e69be22cca5dccffbe45d7cc8243f2b62.json
Morus australis,344,morus australis,1,ok,200,,Morus australis Poir.,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Poir.,SPECIES,SYNONYM,EXACT,100,7262450,5361944,5361944,2984643,6640,6,Moraceae,d5988bef1e5c493f075876e2861855623ca0816b8aef3d75f318c5a88f27f91d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d5988bef1e5c493f075876e2861855623ca0816b8aef3d75f318c5a88f27f91d.json
Murraya paniculata,345,murraya paniculata,1,ok,200,,Murraya paniculata (L.) Jacq.,Murraya paniculata (L.) Jacq.,(L.) Jacq.,SPECIES,ACCEPTED,EXACT,99,8190743,8190743,8190743,3190383,2396,6,Rutaceae,64b5fb4830926467cb726773be456d825a84da06083961813ff5720f639a7a8c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\64b5fb4830926467cb726773be456d825a84da06083961813ff5720f639a7a8c.json
Musa paradisiaca,346,musa paradisiaca,1,ok,200,,Musa × paradisiaca L.,Musa × paradisiaca L.,L.,SPECIES,ACCEPTED,EXACT,100,2762752,2762752,2762752,2760990,4686,6,Musaceae,b2d982ebe74b3acf8a668a347ed7a8c78bde2bbc2b8c84535c7204ef89fff36f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b2d982ebe74b3acf8a668a347ed7a8c78bde2bbc2b8c84535c7204ef89fff36f.json
Musa sapientum,347,musa sapientum,1,ok,200,,Musa × sapientum L.,Musa × paradisiaca L.,L.,SPECIES,SYNONYM,EXACT,100,2762753,2762752,2762752,2760990,4686,6,Musaceae,2cccc328c45c65a82806fab350c173430d3218eebfbde848d8ff2f00172aa49a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2cccc328c45c65a82806fab350c173430d3218eebfbde848d8ff2f00172aa49a.json
Mussaenda pubescens,348,mussaenda pubescens,1,ok,200,,Mussaenda pubescens Dryand.,Mussaenda pubescens Dryand.,Dryand.,SPECIES,ACCEPTED,EXACT,99,2892558,2892558,2892558,2892394,8798,6,Rubiaceae,02b484bb5ec5856dec87a85bbbba05c11b3058c4a57876d841502a06d02ab37a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\02b484bb5ec5856dec87a85bbbba05c11b3058c4a57876d841502a06d02ab37a.json
Myristica fragrans,349,myristica fragrans,1,ok,200,,Myristica fragrans Houtt.,Myristica fragrans Houtt.,Houtt.,SPECIES,ACCEPTED,EXACT,99,5406817,5406817,5406817,3152840,2439,6,Myristicaceae,dc49ed7aac222212a6262692615472461012083961f212670d6c60d66da872a0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\dc49ed7aac222212a6262692615472461012083961f212670d6c60d66da872a0.json
Nelumbo nucifera,350,nelumbo nucifera,1,ok,200,,Nelumbo nucifera Gaertn.,Nelumbo nucifera Gaertn.,Gaertn.,SPECIES,ACCEPTED,EXACT,100,2882449,2882449,2882449,2882448,2424,6,Nelumbonaceae,fdaf52fa75d621d6ea80ac9d5615f7f27c8372248ff1ec8186ff162bb3b7ed9f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\fdaf52fa75d621d6ea80ac9d5615f7f27c8372248ff1ec8186ff162bb3b7ed9f.json
Nephelium lappaceum,351,nephelium lappaceum,1,ok,200,,Nephelium lappaceum L.,Nephelium lappaceum L.,L.,SPECIES,ACCEPTED,EXACT,99,5421126,5421126,5421126,3189978,6657,6,Sapindaceae,b452bdd4c92d101de3cf2850c74d3eee5cc38afe3989ad8f508b57bce29637b5,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b452bdd4c92d101de3cf2850c74d3eee5cc38afe3989ad8f508b57bce29637b5.json
Nerium oleander,352,nerium oleander,1,ok,200,,Nerium oleander L.,Nerium oleander L.,L.,SPECIES,ACCEPTED,EXACT,100,3169756,3169756,3169756,3169755,6701,6,Apocynaceae,a8952c01cee9abfd8fb71b8d98603f974e7039c81ce6ab6cc2b3789d51dcb125,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a8952c01cee9abfd8fb71b8d98603f974e7039c81ce6ab6cc2b3789d51dcb125.json
Nicotiana tabacum,353,nicotiana tabacum,1,ok,200,,Nicotiana tabacum L.,Nicotiana tabacum L.,L.,SPECIES,ACCEPTED,EXACT,100,2928774,2928774,2928774,2928756,7717,6,Solanaceae,309aa134d7fab6157235be33cc86e43ee2f564397521bf88167e80989dc3cabb,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\309aa134d7fab6157235be33cc86e43ee2f564397521bf88167e80989dc3cabb.json
Nigella sativa,354,nigella sativa,1,ok,200,,Nigella sativa L.,Nigella sativa L.,L.,SPECIES,ACCEPTED,EXACT,100,5371700,5371700,5371700,3033657,2410,6,Ranunculaceae,120b195c829f24b5cdb5cc26000fa8b21c6a65e30d8c727b48eeaa6ee6e0cf49,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\120b195c829f24b5cdb5cc26000fa8b21c6a65e30d8c727b48eeaa6ee6e0cf49.json
Nyctanthes arbor-tristis,355,nyctanthes arbor tristis,1,ok,200,,Nyctanthes arbor-tristis L.,Nyctanthes arbor-tristis L.,L.,SPECIES,ACCEPTED,EXACT,100,3683008,3683008,3683008,7325974,6652,6,Oleaceae,739737e13095a0bcf33a55a340d62cac3d35788cbb96b80241e0071215d561fd,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\739737e13095a0bcf33a55a340d62cac3d35788cbb96b80241e0071215d561fd.json
Nymphaea lotus,356,nymphaea lotus,1,ok,200,,Nymphaea lotus L.,Nymphaea lotus L.,L.,SPECIES,ACCEPTED,EXACT,99,2882429,2882429,2882429,2882411,2423,6,Nymphaeaceae,4e1909411a38354baa5c47dbbddeb8964f2ce866efca42204a9e5be2767d1bd6,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4e1909411a38354baa5c47dbbddeb8964f2ce866efca42204a9e5be2767d1bd6.json
Ocimum basilicum,357,ocimum basilicum,1,ok,200,,Ocimum basilicum L.,Ocimum basilicum L.,L.,SPECIES,ACCEPTED,EXACT,100,2927096,2927096,2927096,2874693,2497,6,Lamiaceae,8bab2a89d07930be32a0ca424cb6af9276214f9a068ca02fb63e1292dec2e33c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8bab2a89d07930be32a0ca424cb6af9276214f9a068ca02fb63e1292dec2e33c.json
Ocimum sanctum,358,ocimum sanctum,1,ok,200,,Ocimum sanctum L.,Ocimum tenuiflorum L.,L.,SPECIES,SYNONYM,EXACT,100,2927101,2927100,2927100,2874693,2497,6,Lamiaceae,09fe227a461e1904cd41df3b1d2c4ad30cd1884e7398463b3621f1d418c1808c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\09fe227a461e1904cd41df3b1d2c4ad30cd1884e7398463b3621f1d418c1808c.json
Oldenlandia corymbosa,359,oldenlandia corymbosa,1,ok,200,,Oldenlandia corymbosa L.,Oldenlandia corymbosa L.,L.,SPECIES,ACCEPTED,EXACT,99,2911970,2911970,2911970,2915706,8798,6,Rubiaceae,623f5e6aef327e6a9b16d559d8df9e8a6f89a26b36b293a59d4e92d523ddd782,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\623f5e6aef327e6a9b16d559d8df9e8a6f89a26b36b293a59d4e92d523ddd782.json
Ophiopogon japonicus,360,ophiopogon japonicus,1,ok,200,,Ophiopogon japonicus (Thunb.) Ker Gawl.,Ophiopogon japonicus (Thunb.) Ker Gawl.,(Thunb.) Ker Gawl.,SPECIES,ACCEPTED,EXACT,99,2774158,2774158,2774158,9560529,7683,6,Asparagaceae,4399c961eb028732212f3ece54bf3504efbaee0ffb29cc9fbe931b5860fe6eee,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4399c961eb028732212f3ece54bf3504efbaee0ffb29cc9fbe931b5860fe6eee.json
Oroxylum indicum,361,oroxylum indicum,1,ok,200,,Oroxylum indicum (L.) Kurz,Oroxylum indicum (L.) Kurz,(L.) Kurz,SPECIES,ACCEPTED,EXACT,99,7414934,7414934,7414934,7298257,6655,6,Bignoniaceae,8395cc2586951c3dc549bf09663e5c64748d510934271cfefaa14ba0aed9d6dc,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8395cc2586951c3dc549bf09663e5c64748d510934271cfefaa14ba0aed9d6dc.json
Orthosiphon aristatus,362,orthosiphon aristatus,1,ok,200,,Orthosiphon aristatus (Blume) Miq.,Orthosiphon aristatus (Blume) Miq.,(Blume) Miq.,SPECIES,ACCEPTED,EXACT,100,7308026,7308026,7308026,6410205,2497,6,Lamiaceae,22ba9d47f7052f414edf21da843fc716a3c3ec5bb4a9579c93092a706db2c1ff,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\22ba9d47f7052f414edf21da843fc716a3c3ec5bb4a9579c93092a706db2c1ff.json
Orthosiphon spicatus,363,orthosiphon spicatus,1,ok,200,,Lamiaceae,Lamiaceae,,FAMILY,ACCEPTED,HIGHERRANK,99,2497,2497,,,2497,6,Lamiaceae,5a15912acac1dd39061c708a6764af564b920f46003170782d1c1d6671fe3a8d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5a15912acac1dd39061c708a6764af564b920f46003170782d1c1d6671fe3a8d.json
Orthosiphon stamineus,364,orthosiphon stamineus,1,ok,200,,Orthosiphon stamineus Benth.,Orthosiphon aristatus var. aristatus,Benth.,SPECIES,SYNONYM,EXACT,100,3891871,7308027,7308026,6410205,2497,6,Lamiaceae,5077cf1647fae679aabc46fc10714f9daf1bb79b276708092288326fbd0ef2c1,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5077cf1647fae679aabc46fc10714f9daf1bb79b276708092288326fbd0ef2c1.json
Oryza sativa,365,oryza sativa,1,ok,200,,Oryza sativa L.,Oryza sativa L.,L.,SPECIES,ACCEPTED,EXACT,99,2703459,2703459,2703459,2703455,3073,6,Poaceae,22b174d565016042d9c7989e679f9f3141eb75dd5722e02f91461b6b28f7fcbd,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\22b174d565016042d9c7989e679f9f3141eb75dd5722e02f91461b6b28f7fcbd.json
Oxalis corniculata,366,oxalis corniculata,1,ok,200,,Oxalis corniculata L.,Oxalis corniculata L.,L.,SPECIES,ACCEPTED,EXACT,100,8427624,8427624,8427624,2891642,6697,6,Oxalidaceae,559258111e4184ddbb505f623d47bc76ec8cbeaad210b0795e4ca9374f0debd0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\559258111e4184ddbb505f623d47bc76ec8cbeaad210b0795e4ca9374f0debd0.json
Pachyrrhizus erosus,367,pachyrrhizus erosus,1,ok,200,,Pachyrrhizus erosus (L.) Urb.,Pachyrhizus erosus (L.) Urb.,(L.) Urb.,SPECIES,SYNONYM,EXACT,100,3963605,2974683,2974683,2974664,5386,6,Fabaceae,1e605fea9f2194193e4079ece0a5aaba1fbf1ccb27fb117876093c693bbd9c45,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1e605fea9f2194193e4079ece0a5aaba1fbf1ccb27fb117876093c693bbd9c45.json
Paederia foetida,368,paederia foetida,1,ok,200,,Paederia foetida L.,Paederia foetida L.,L.,SPECIES,ACCEPTED,EXACT,99,2909527,2909527,2909527,2909469,8798,6,Rubiaceae,02a8b110a41d4e3ecbb06660505d745adf9beb9d84c154fa7d02fffc97a46ca7,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\02a8b110a41d4e3ecbb06660505d745adf9beb9d84c154fa7d02fffc97a46ca7.json
Paederia scandens,369,paederia scandens,1,ok,200,,Paederia scandens (Lour.) Merr.,Paederia foetida L.,(Lour.) Merr.,SPECIES,SYNONYM,EXACT,100,2909530,2909527,2909527,2909469,8798,6,Rubiaceae,b6a997c47ca4e906d03cb5331bbff6131f1abb4e24d973688ab0fbb6fa25dc18,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b6a997c47ca4e906d03cb5331bbff6131f1abb4e24d973688ab0fbb6fa25dc18.json
Pandanus amaryllifolius,370,pandanus amaryllifolius,1,ok,200,,Pandanus amaryllifolius Roxb. ex Lindl.,Pandanus amaryllifolius Roxb. ex Lindl.,Roxb. ex Lindl.,SPECIES,ACCEPTED,EXACT,99,9296315,9296315,9296315,8404076,3737,6,Pandanaceae,4818ae68e892e2de8c1a7a7860ae7b1dd8aef6f4ad0a9006f14e979034477e3b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4818ae68e892e2de8c1a7a7860ae7b1dd8aef6f4ad0a9006f14e979034477e3b.json
Pandanus conoideus,371,pandanus conoideus,1,ok,200,,Pandanus conoideus Lam.,Pandanus conoideus Lam.,Lam.,SPECIES,ACCEPTED,EXACT,99,5328074,5328074,5328074,8404076,3737,6,Pandanaceae,9ca772b60ad8a38d559da6ded06f520cbfec77ff102c18df5ad4474f74a0abef,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9ca772b60ad8a38d559da6ded06f520cbfec77ff102c18df5ad4474f74a0abef.json
Pangium edule,372,pangium edule,1,ok,200,,Pangium edule Reinw.,Pangium edule Reinw.,Reinw.,SPECIES,ACCEPTED,EXACT,100,9796769,9796769,9796769,7110797,3231308,6,Achariaceae,aa0ad4d99643625f932f6b3d14680f18d39921dc652d1a8888bca989fb84d4df,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\aa0ad4d99643625f932f6b3d14680f18d39921dc652d1a8888bca989fb84d4df.json
Papaver somniferum,373,papaver somniferum,1,ok,200,,Papaver somniferum L.,Papaver somniferum L.,L.,SPECIES,ACCEPTED,EXACT,100,2888439,2888439,2888439,2888431,2422,6,Papaveraceae,74449c67773717696f35e345037dc9698eda743034e725d1ee92d97959aa6883,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\74449c67773717696f35e345037dc9698eda743034e725d1ee92d97959aa6883.json
Parameria laevigata,374,parameria laevigata,1,ok,200,,Parameria laevigata (Juss.) Moldenke,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,(Juss.) Moldenke,SPECIES,SYNONYM,EXACT,100,5536603,9827170,9827170,3229511,6701,6,Apocynaceae,28f1528629ebab0b32946fab25aa683a5714c7fd07af19a2e69eba007adf5346,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\28f1528629ebab0b32946fab25aa683a5714c7fd07af19a2e69eba007adf5346.json
Parkia speciosa,375,parkia speciosa,1,ok,200,,Parkia speciosa Hassk.,Parkia speciosa Hassk.,Hassk.,SPECIES,ACCEPTED,EXACT,100,5348811,5348811,5348811,2943936,5386,6,Fabaceae,6a79e00d24d7f124e98cfa9ce2219c2a5b4c561d69109b6c05835c11b03ce5c0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\6a79e00d24d7f124e98cfa9ce2219c2a5b4c561d69109b6c05835c11b03ce5c0.json
Passiflora foetida,376,passiflora foetida,1,ok,200,,Passiflora foetida L.,Passiflora foetida L.,L.,SPECIES,ACCEPTED,EXACT,99,2874211,2874211,2874211,2874172,2378,6,Passifloraceae,82a517d8f522f9aef53192c4e50924e3409482d2bed1b4c342ce0d9e2e7946d8,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\82a517d8f522f9aef53192c4e50924e3409482d2bed1b4c342ce0d9e2e7946d8.json
Pedilanthus tithymaloides,377,pedilanthus tithymaloides,1,ok,200,,Pedilanthus tithymaloides (L.) Poit.,Euphorbia tithymaloides L.,(L.) Poit.,SPECIES,SYNONYM,EXACT,100,3069185,3069168,3069168,11397237,4691,6,Euphorbiaceae,37b9d80f4019f8f2b537a94f680562b41b64b0ed0024256a05c1a436a7854b9e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\37b9d80f4019f8f2b537a94f680562b41b64b0ed0024256a05c1a436a7854b9e.json
Peltophorum pterocarpum,378,peltophorum pterocarpum,1,ok,200,,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,(DC.) Backer ex K.Heyne,SPECIES,ACCEPTED,EXACT,99,2952775,2952775,2952775,2952763,5386,6,Fabaceae,81ba866cb7b4b521a44ecafa2aa963b9cb4a390751554f646731533c0356719e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\81ba866cb7b4b521a44ecafa2aa963b9cb4a390751554f646731533c0356719e.json
Peperomia pellucida,379,peperomia pellucida,1,ok,200,,Peperomia pellucida (L.) Kunth,Peperomia pellucida (L.) Kunth,(L.) Kunth,SPECIES,ACCEPTED,EXACT,100,3086412,3086412,3086412,3086367,6678,6,Piperaceae,e32ff26f83446ccc4380f8bc0e7869f01ffb6e3a5e2e1c755835a7a3a4dfc39d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e32ff26f83446ccc4380f8bc0e7869f01ffb6e3a5e2e1c755835a7a3a4dfc39d.json
Persea americana,380,persea americana,1,ok,200,,Persea americana Mill.,Persea americana Mill.,Mill.,SPECIES,ACCEPTED,EXACT,99,3034046,3034046,3034046,3034041,6688,6,Lauraceae,f8d6070c393d73f3e65348f5efd1471557530862b28d7aa0bb701391320f115b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f8d6070c393d73f3e65348f5efd1471557530862b28d7aa0bb701391320f115b.json
Persea gratissima,381,persea gratissima,1,ok,200,,Persea gratissima C.F.Gaertn.,Persea americana Mill.,C.F.Gaertn.,SPECIES,SYNONYM,EXACT,99,6407390,3034046,3034046,3034041,6688,6,Lauraceae,26ee4473a77bb84b4fe5507a727d1120ac867c8383b2e51ae29a49edc0ca6581,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\26ee4473a77bb84b4fe5507a727d1120ac867c8383b2e51ae29a49edc0ca6581.json
Phaleria macrocarpa,382,phaleria macrocarpa,1,ok,200,,Phaleria macrocarpa (Scheff.) Boerl.,Phaleria macrocarpa (Scheff.) Boerl.,(Scheff.) Boerl.,SPECIES,ACCEPTED,EXACT,100,5524327,5524327,5524327,3233887,2428,6,Thymelaeaceae,f522188dcd6ab7822e4d451f5e06739f67da6477893afedf26916b3df553c25f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f522188dcd6ab7822e4d451f5e06739f67da6477893afedf26916b3df553c25f.json
Phaseolus mungo,383,phaseolus mungo,1,ok,200,,Phaseolus mungo Wall.,Phaseolus mungo Wall.,Wall.,SPECIES,ACCEPTED,EXACT,99,8305376,8305376,8305376,2947798,5386,6,Fabaceae,8bfcab0a6ead693b9fb97c0a651618a229f32dc0092119a51eeb39040ecccc91,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8bfcab0a6ead693b9fb97c0a651618a229f32dc0092119a51eeb39040ecccc91.json
Phaseolus radiatus,384,phaseolus radiatus,1,ok,200,,Vigna Savi,Vigna Savi,Savi,GENUS,ACCEPTED,HIGHERRANK,99,2982372,2982372,,2982372,5386,6,Fabaceae,8f9f70ba7102b629e7370d6506674b34a3c5d29b71fffa33cb37162dc92d7da4,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8f9f70ba7102b629e7370d6506674b34a3c5d29b71fffa33cb37162dc92d7da4.json
Phaseolus vulgaris,385,phaseolus vulgaris,1,ok,200,,Phaseolus vulgaris L.,Phaseolus vulgaris L.,L.,SPECIES,ACCEPTED,EXACT,99,5350452,5350452,5350452,2947798,5386,6,Fabaceae,14c2a3547f257258aa3cdc629706fe8b4c2b5ef7db8476da12947be76a45985c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\14c2a3547f257258aa3cdc629706fe8b4c2b5ef7db8476da12947be76a45985c.json
Phyllanthus acidus,386,phyllanthus acidus,1,ok,200,,Phyllanthus acidus (L.) Skeels,Phyllanthus acidus (L.) Skeels,(L.) Skeels,SPECIES,ACCEPTED,EXACT,100,5381567,5381567,5381567,3061139,8807,6,Phyllanthaceae,4fdcc9c45d9230f7a5eef0f97c6ce604f7dd057376815ef7e3e49ed382b129c9,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4fdcc9c45d9230f7a5eef0f97c6ce604f7dd057376815ef7e3e49ed382b129c9.json
Phyllanthus amarus,387,phyllanthus amarus,1,ok,200,,Phyllanthus amarus Schumach. & Thonn.,Phyllanthus amarus Schumach. & Thonn.,Schumach. & Thonn.,SPECIES,ACCEPTED,EXACT,100,5382589,5382589,5382589,3061139,8807,6,Phyllanthaceae,ea7bb95c5fb38bab8717d13023061ea1ed9bd06b8604511b2f4c41fd052484ce,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ea7bb95c5fb38bab8717d13023061ea1ed9bd06b8604511b2f4c41fd052484ce.json
Phyllanthus emblica,388,phyllanthus emblica,1,ok,200,,Phyllanthus emblica L.,Phyllanthus emblica L.,L.,SPECIES,ACCEPTED,EXACT,100,5381660,5381660,5381660,3061139,8807,6,Phyllanthaceae,835b6f28ed17af3ed5a812e9ad847844acf3591e46c364dd45b65aeebd24c4eb,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\835b6f28ed17af3ed5a812e9ad847844acf3591e46c364dd45b65aeebd24c4eb.json
Phyllanthus niruri,389,phyllanthus niruri,1,ok,200,,Phyllanthus niruri L.,Phyllanthus niruri L.,L.,SPECIES,ACCEPTED,EXACT,99,5381945,5381945,5381945,3061139,8807,6,Phyllanthaceae,049e1a23918abe7a748e6710d7cb6203b6a07c618e6ad837a0de3715feadbb9c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\049e1a23918abe7a748e6710d7cb6203b6a07c618e6ad837a0de3715feadbb9c.json
Phyllanthus reticulatus,390,phyllanthus reticulatus,1,ok,200,,Phyllanthus reticulatus Poir.,Phyllanthus reticulatus Poir.,Poir.,SPECIES,ACCEPTED,EXACT,99,5382478,5382478,5382478,3061139,8807,6,Phyllanthaceae,fdbfe4728a2b36d2d7a9367a4fd64704e872f8ab3373d2814ac4dc9ed54195f2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\fdbfe4728a2b36d2d7a9367a4fd64704e872f8ab3373d2814ac4dc9ed54195f2.json
Phyllanthus urinaria,391,phyllanthus urinaria,1,ok,200,,Phyllanthus urinaria L.,Phyllanthus urinaria L.,L.,SPECIES,ACCEPTED,EXACT,99,5382780,5382780,5382780,3061139,8807,6,Phyllanthaceae,24eb10218b54c149157e8610562d0d4ae18951eb8f640efa071df21b86e65be0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\24eb10218b54c149157e8610562d0d4ae18951eb8f640efa071df21b86e65be0.json
