alias_id,alias_key,alias_name,disease_id,disease_key,alias_type,alias_source,retrieved_at,source_reference_clean,batch_id,created_at
530892a7-b31b-5336-871e-c8dbd672ffde,overweight_and_obesity,overweight and obesity,b4f3df9e-a237-5eca-87b8-fb18793c4acf,obesity,user_alias,aliases,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
64070ab7-1519-59ef-8ed9-4ed1abaadf52,degenerative_arthritis,degenerative arthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
ccaa9169-dd97-59f1-8d1a-626160df0803,degenerative_joint_disease,degenerative joint disease,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
a3c9539f-513e-5b2c-b610-03ab9bee80af,hypertrophic_arthritis,hypertrophic arthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
39e958c7-6e48-59f7-befc-ec6b69a62b5a,osteoarthrosis,osteoarthrosis,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
bf19f59a-cc7f-5bfd-adb7-1b9a11827cc5,osteoarthrosis_and_allied_disorder,osteoarthrosis and allied disorder,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
d4b021ad-70ae-5206-83c5-8e1b381ff53a,oa,oa,621e639c-6dfb-59ef-ad1e-c28702b6e592,osteoarthritis,user_alias,aliases,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
5e6bfc56-e266-5805-be04-528ae1b79956,arthritis_or_polyarthritis,arthritis or polyarthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,rheumatoid_arthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
363afa7f-1a51-5644-a484-a279241a3268,atrophic_arthritis,atrophic arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,rheumatoid_arthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
1c61f9a9-adfa-543e-acf6-1ccf319b8468,rheumatic,rheumatic,d5128efd-aa44-55be-90c9-ba2b2e7895dd,rheumatoid_arthritis,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
9da0eaa7-9feb-5b0a-a6cc-e9f6f60f6626,ra,ra,d5128efd-aa44-55be-90c9-ba2b2e7895dd,rheumatoid_arthritis,user_alias,aliases,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
8fd11737-71a7-57ce-b8f5-f9eb1f2e969a,bronchial_hyperreactivity,bronchial hyperreactivity,12b38af1-6f63-54a2-9d85-01b1c9811269,asthma,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO / GINA,D001,2026-06-02T16:39:43+00:00
a6611843-e9ae-519e-a47e-4f4b4f8c488f,chronic_obstructive_asthma,chronic obstructive asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,asthma,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO / GINA,D001,2026-06-02T16:39:43+00:00
ea6b5450-6394-5bc1-b0ea-f2138ecb9d3d,chronic_obstructive_asthma_with_acute_exacerbation,chronic obstructive asthma with acute exacerbation,12b38af1-6f63-54a2-9d85-01b1c9811269,asthma,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO / GINA,D001,2026-06-02T16:39:43+00:00
3524fad4-cb52-5c4a-a5fd-84d05874a622,chronic_obstructive_asthma_with_status_asthmaticus,chronic obstructive asthma with status asthmaticus,12b38af1-6f63-54a2-9d85-01b1c9811269,asthma,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO / GINA,D001,2026-06-02T16:39:43+00:00
c796d54c-b3cf-56d2-be20-b2f573b9386c,bronchial_asthma,bronchial asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,asthma,user_alias,aliases,2026-06-02T16:39:43+00:00,WHO / GINA,D001,2026-06-02T16:39:43+00:00
bfdef9a6-9354-5c5f-bbbe-67cfa9bca393,chronic_obstructive_airway_disease,chronic obstructive airway disease,4970fd41-591e-59b2-a423-7da28775c338,copd,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
612d7ec9-5fbd-5eec-84dc-623a9883cf7b,chronic_obstructive_lung_disease,chronic obstructive lung disease,4970fd41-591e-59b2-a423-7da28775c338,copd,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
683366f9-7ab7-573f-97f5-7052aad3e217,cold,cold,4970fd41-591e-59b2-a423-7da28775c338,copd,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
3896e2c8-8bf0-5f25-b6d8-ab0b9a789b4d,chronic_obstructive_pulmonary_disease,chronic obstructive pulmonary disease,4970fd41-591e-59b2-a423-7da28775c338,copd,ontology_label,ontology_label,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
0520e912-4f3d-5668-9e54-ca071acac24a,mafld,mafld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
37c9c3cc-3b44-5ec4-b7f6-4d5c33ef7e48,metabolic_dysfunction_associated_fatty_liver_disease,metabolic dysfunction-associated fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
6e11a415-86a4-5471-a439-fa6daddc9803,metabolic_dysfunction_related_steatotic_liver_disease,metabolic dysfunction-related steatotic liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
85eb6ac5-d9dd-5698-8716-f4fbd6e653d5,metabolic_associated_fatty_liver_disease,metabolic-associated fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
2be0238e-34f2-5c30-a11e-c87dee32ab4b,nafld,nafld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
6dc9db40-4f8e-5d7e-b860-21312cfa92b8,non_alcoholic_fatty_liver_disease,non-alcoholic fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
a801fb70-8561-581e-a79c-831aec0ffdef,nonalcoholic_fatty_liver_disease,nonalcoholic fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
24f3a1f3-a287-5a03-8299-e7dc28743bd0,metabolic_dysfunction_associated_steatotic_liver_disease,metabolic dysfunction-associated steatotic liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_label,ontology_label,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
969d7f8a-2bff-5560-9e6d-efbc816d6323,fatty_liver,fatty liver,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,user_alias,aliases,2026-06-02T16:39:43+00:00,NIDDK,D001,2026-06-02T16:39:43+00:00
f3d32142-9f8d-56b7-9240-561ccfcb5e54,breast_tumor,breast tumor,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
05686ca2-4734-5b2a-8be0-16b65945e896,malignant_neoplasm_of_breast,malignant neoplasm of breast,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
91f4afd4-875b-59df-a0ef-cfa2797d1a21,malignant_tumor_of_the_breast,malignant tumor of the breast,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
a549419d-ddab-53c9-809a-ce1e5c200743,mammary_cancer,mammary cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
eaeb42fe-ad6a-57e9-956a-f920b747bb21,mammary_tumor,mammary tumor,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
6afca4ec-01cf-554e-bdd0-4eb95bd2e1fd,primary_breast_cancer,primary breast cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
466bc502-59de-5420-abe5-c8cbcc6760c9,mammary_carcinoma,mammary carcinoma,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,user_alias,aliases,2026-06-02T16:39:43+00:00,WHO fact sheet,D001,2026-06-02T16:39:43+00:00
7c911d27-5db3-5682-8ade-4cb2f7deb6d9,colon_cancer,colon cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,colorectal_cancer,user_alias,aliases,2026-06-02T16:39:43+00:00,IARC / WHO,D001,2026-06-02T16:39:43+00:00
d1e433da-b4b6-554f-9c68-f4f931472340,rectal_cancer,rectal cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,colorectal_cancer,user_alias,aliases,2026-06-02T16:39:43+00:00,IARC / WHO,D001,2026-06-02T16:39:43+00:00
