canonical_key,ensembl_id,gene_symbol,approved_name,uniprot_accession,uniprot_source,organism_tax_id
uniprot:Q9UIX4,ENSG00000026559,KCNG1,potassium voltage-gated channel modifier subfamily g member 1,Q9UIX4,uniprot_swissprot,9606
uniprot:Q9NRZ5,ENSG00000026652,AGPAT4,1-acylglycerol-3-phosphate o-acyltransferase 4,Q9NRZ5,uniprot_swissprot,9606
uniprot:P24723,ENSG00000027075,PRKCH,protein kinase c eta,P24723,uniprot_swissprot,9606
uniprot:P14616,ENSG00000027644,INSRR,insulin receptor related receptor,P14616,uniprot_swissprot,9606
uniprot:P15260,ENSG00000027697,IFNGR1,interferon gamma receptor 1,P15260,uniprot_swissprot,9606
uniprot:Q86Y07,ENSG00000028116,VRK2,vrk serine/threonine kinase 2,Q86Y07,uniprot_swissprot,9606
uniprot:P20333,ENSG00000028137,TNFRSF1B,tnf receptor superfamily member 1b,P20333,uniprot_swissprot,9606
uniprot:Q9HBM0,ENSG00000028203,VEZT,"vezatin, adherens junctions transmembrane protein",Q9HBM0,uniprot_swissprot,9606
uniprot:P62380,ENSG00000028839,TBPL1,tata-box binding protein like 1,P62380,uniprot_swissprot,9606
uniprot:Q9NYF8,ENSG00000029363,BCLAF1,bcl2 associated transcription factor 1,Q9NYF8,uniprot_swissprot,9606
uniprot:P16157,ENSG00000029534,ANK1,ankyrin 1,P16157,uniprot_swissprot,9606
uniprot:P21815,ENSG00000029559,IBSP,integrin binding sialoprotein,P21815,uniprot_swissprot,9606
uniprot:Q15276,ENSG00000029725,RABEP1,"rabaptin, rab gtpase binding effector protein 1",Q15276,uniprot_swissprot,9606
uniprot:O15347,ENSG00000029993,HMGB3,high mobility group box 3,O15347,uniprot_swissprot,9606
uniprot:Q12769,ENSG00000030066,NUP160,nucleoporin 160,Q12769,uniprot_swissprot,9606
uniprot:Q16611,ENSG00000030110,BAK1,bcl2 antagonist/killer 1,Q16611,uniprot_swissprot,9606
uniprot:Q9UKS7,ENSG00000030419,IKZF2,ikaros family zinc finger 2,Q9UKS7,uniprot_swissprot,9606
uniprot:P28799,ENSG00000030582,GRN,granulin precursor,P28799,uniprot_swissprot,9606
uniprot:Q2M1Z3,ENSG00000031081,ARHGAP31,rho gtpase activating protein 31,Q2M1Z3,uniprot_swissprot,9606
uniprot:Q7L2Z9,ENSG00000031691,CENPQ,centromere protein q,Q7L2Z9,uniprot_swissprot,9606
uniprot:Q9H6Z4,ENSG00000031823,RANBP3,ran binding protein 3,Q9H6Z4,uniprot_swissprot,9606
uniprot:P29374,ENSG00000032219,ARID4A,at-rich interaction domain 4a,P29374,uniprot_swissprot,9606
uniprot:Q6NZY4,ENSG00000033030,ZCCHC8,zinc finger cchc-type containing 8,Q6NZY4,uniprot_swissprot,9606
uniprot:A0A075B6E9,ENSG00000033122,LRRC7,leucine rich repeat containing 7,A0A075B6E9,uniprot_trembl,9606
uniprot:Q9BYC5,ENSG00000033170,FUT8,fucosyltransferase 8,Q9BYC5,uniprot_swissprot,9606
uniprot:Q9UQC2,ENSG00000033327,GAB2,grb2 associated binding protein 2,Q9UQC2,uniprot_swissprot,9606
uniprot:O75925,ENSG00000033800,PIAS1,protein inhibitor of activated stat 1,O75925,uniprot_swissprot,9606
uniprot:Q9Y6M7,ENSG00000033867,SLC4A7,solute carrier family 4 member 7,Q9Y6M7,uniprot_swissprot,9606
uniprot:P46734,ENSG00000034152,MAP2K3,mitogen-activated protein kinase kinase 3,P46734,uniprot_swissprot,9606
uniprot:Q9HAE3,ENSG00000034239,CLXN,calaxin,Q9HAE3,uniprot_swissprot,9606
uniprot:Q9NV58,ENSG00000034677,RNF19A,"ring finger protein 19a, rbr e3 ubiquitin protein ligase",Q9NV58,uniprot_swissprot,9606
uniprot:Q96HL8,ENSG00000035115,SH3YL1,sh3 and sylf domain containing 1,Q96HL8,uniprot_swissprot,9606
uniprot:P18206,ENSG00000035403,VCL,vinculin,P18206,uniprot_swissprot,9606
uniprot:Q8WUY9,ENSG00000035499,DEPDC1B,dep domain containing 1b,Q8WUY9,uniprot_swissprot,9606
uniprot:P16035,ENSG00000035862,TIMP2,timp metallopeptidase inhibitor 2,P16035,uniprot_swissprot,9606
uniprot:P35251,ENSG00000035928,RFC1,replication factor c subunit 1,P35251,uniprot_swissprot,9606
uniprot:Q13618,ENSG00000036257,CUL3,cullin 3,Q13618,uniprot_swissprot,9606
uniprot:P54296,ENSG00000036448,MYOM2,myomesin 2,P54296,uniprot_swissprot,9606
uniprot:Q9Y6A2,ENSG00000036530,CYP46A1,cytochrome p450 family 46 subfamily a member 1,Q9Y6A2,uniprot_swissprot,9606
uniprot:P54219,ENSG00000036565,SLC18A1,solute carrier family 18 member a1,P54219,uniprot_swissprot,9606
uniprot:P41180,ENSG00000036828,CASR,calcium sensing receptor,P41180,uniprot_swissprot,9606
uniprot:Q9NRH3,ENSG00000037042,TUBG2,tubulin gamma 2,Q9NRH3,uniprot_swissprot,9606
uniprot:P35916,ENSG00000037280,FLT4,fms related receptor tyrosine kinase 4,P35916,uniprot_swissprot,9606
uniprot:Q08J23,ENSG00000037474,NSUN2,nop2/sun rna methyltransferase 2,Q08J23,uniprot_swissprot,9606
uniprot:Q6P3S6,ENSG00000037637,FBXO42,f-box protein 42,Q6P3S6,uniprot_swissprot,9606
uniprot:P55082,ENSG00000037749,MFAP3,microfibril associated protein 3,P55082,uniprot_swissprot,9606
uniprot:Q9UBP6,ENSG00000037897,METTL1,"methyltransferase 1, trna methylguanosine",Q9UBP6,uniprot_swissprot,9606
uniprot:P31273,ENSG00000037965,HOXC8,homeobox c8,P31273,uniprot_swissprot,9606
uniprot:P20933,ENSG00000038002,AGA,aspartylglucosaminidase,P20933,uniprot_swissprot,9606
uniprot:Q8NFC6,ENSG00000038219,BOD1L1,biorientation of chromosomes in cell division 1 like 1,Q8NFC6,uniprot_swissprot,9606
uniprot:O75962,ENSG00000038382,TRIO,trio rho guanine nucleotide exchange factor,O75962,uniprot_swissprot,9606
uniprot:P13611,ENSG00000038427,VCAN,versican,P13611,uniprot_swissprot,9606
uniprot:Q2KHT3,ENSG00000038532,CLEC16A,c-type lectin domain containing 16a,Q2KHT3,uniprot_swissprot,9606
uniprot:P21757,ENSG00000038945,MSR1,macrophage scavenger receptor 1,P21757,uniprot_swissprot,9606
uniprot:P12830,ENSG00000039068,CDH1,cadherin 1,P12830,uniprot_swissprot,9606
uniprot:Q8TE73,ENSG00000039139,DNAH5,dynein axonemal heavy chain 5,Q8TE73,uniprot_swissprot,9606
uniprot:Q9P0K7,ENSG00000039560,RAI14,retinoic acid induced 14,Q9P0K7,uniprot_swissprot,9606
uniprot:O94993,ENSG00000039600,SOX30,sry-box transcription factor 30,O94993,uniprot_swissprot,9606
uniprot:Q6ZVD8,ENSG00000040199,PHLPP2,ph domain and leucine rich repeat protein phosphatase 2,Q6ZVD8,uniprot_swissprot,9606
uniprot:Q96EA4,ENSG00000040275,SPDL1,spindle apparatus coiled-coil protein 1,Q96EA4,uniprot_swissprot,9606
uniprot:Q9NUL3,ENSG00000040341,STAU2,staufen double-stranded rna binding protein 2,Q9NUL3,uniprot_swissprot,9606
uniprot:Q9Y6N8,ENSG00000040731,CDH10,cadherin 10,Q9Y6N8,uniprot_swissprot,9606
uniprot:P25789,ENSG00000041357,PSMA4,proteasome 20s subunit alpha 4,P25789,uniprot_swissprot,9606
uniprot:Q9Y6X6,ENSG00000041515,MYO16,myosin xvi,Q9Y6X6,uniprot_swissprot,9606
uniprot:Q9Y6F1,ENSG00000041880,PARP3,poly(adp-ribose) polymerase family member 3,Q9Y6F1,uniprot_swissprot,9606
uniprot:P24821,ENSG00000041982,TNC,tenascin c,P24821,uniprot_swissprot,9606
uniprot:Q8WTV1,ENSG00000041988,THAP3,thap domain containing 3,Q8WTV1,uniprot_swissprot,9606
uniprot:P40121,ENSG00000042493,CAPG,"capping actin protein, gelsolin like",P40121,uniprot_swissprot,9606
uniprot:P53680,ENSG00000042753,AP2S1,adaptor related protein complex 2 subunit sigma 1,P53680,uniprot_swissprot,9606
uniprot:O75445,ENSG00000042781,USH2A,usherin,O75445,uniprot_swissprot,9606
uniprot:P01266,ENSG00000042832,TG,thyroglobulin,P01266,uniprot_swissprot,9606
uniprot:Q9UMQ3,ENSG00000043039,BARX2,barx homeobox 2,Q9UMQ3,uniprot_swissprot,9606
uniprot:Q9NQC1,ENSG00000043143,JADE2,jade family phd finger 2,Q9NQC1,uniprot_swissprot,9606
uniprot:O95409,ENSG00000043355,ZIC2,zic family zinc finger 2,O95409,uniprot_swissprot,9606
uniprot:Q9H3H1,ENSG00000043514,TRIT1,trna isopentenyltransferase 1,Q9H3H1,uniprot_swissprot,9606
uniprot:P08588,ENSG00000043591,ADRB1,adrenoceptor beta 1,P08588,uniprot_swissprot,9606
uniprot:Q16661,ENSG00000044012,GUCA2B,guanylate cyclase activator 2b,Q16661,uniprot_swissprot,9606
uniprot:P35221,ENSG00000044115,CTNNA1,catenin alpha 1,P35221,uniprot_swissprot,9606
uniprot:Q9NXG0,ENSG00000044459,CNTLN,centlein,Q9NXG0,uniprot_swissprot,9606
uniprot:P29320,ENSG00000044524,EPHA3,eph receptor a3,P29320,uniprot_swissprot,9606
uniprot:P11021,ENSG00000044574,HSPA5,heat shock protein family a (hsp70) member 5,P11021,uniprot_swissprot,9606
uniprot:Q70Z35,ENSG00000046889,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent rac exchange factor 2",Q70Z35,uniprot_swissprot,9606
uniprot:Q9H6S0,ENSG00000047188,YTHDC2,yth n6-methyladenosine rna binding protein c2,Q9H6S0,uniprot_swissprot,9606
uniprot:P30876,ENSG00000047315,POLR2B,rna polymerase ii subunit b,P30876,uniprot_swissprot,9606
uniprot:Q8WZ64,ENSG00000047365,ARAP2,"arfgap with rhogap domain, ankyrin repeat and ph domain 2",Q8WZ64,uniprot_swissprot,9606
uniprot:P12270,ENSG00000047410,TPR,"translocated promoter region, nuclear basket protein",P12270,uniprot_swissprot,9606
uniprot:P00450,ENSG00000047457,CP,ceruloplasmin,P00450,uniprot_swissprot,9606
uniprot:O60303,ENSG00000047578,KATNIP,katanin interacting protein,O60303,uniprot_swissprot,9606
uniprot:P27816,ENSG00000047849,MAP4,microtubule associated protein 4,P27816,uniprot_swissprot,9606
uniprot:Q9HD26,ENSG00000047932,GOPC,golgi associated pdz and coiled-coil motif containing,Q9HD26,uniprot_swissprot,9606
uniprot:P08922,ENSG00000047936,ROS1,"ros proto-oncogene 1, receptor tyrosine kinase",P08922,uniprot_swissprot,9606
uniprot:Q96RU2,ENSG00000048028,USP28,ubiquitin specific peptidase 28,Q96RU2,uniprot_swissprot,9606
uniprot:Q9UKV0,ENSG00000048052,HDAC9,histone deacetylase 9,Q9UKV0,uniprot_swissprot,9606
uniprot:Q9Y3C1,ENSG00000048162,NOP16,nop16 nucleolar protein,Q9Y3C1,uniprot_swissprot,9606
uniprot:Q7LG56,ENSG00000048392,RRM2B,ribonucleotide reductase regulatory tp53 inducible subunit m2b,Q7LG56,uniprot_swissprot,9606
uniprot:Q2TB10,ENSG00000048405,ZNF800,zinc finger protein 800,Q2TB10,uniprot_swissprot,9606
uniprot:Q02223,ENSG00000048462,TNFRSF17,tnf receptor superfamily member 17,Q02223,uniprot_swissprot,9606
uniprot:Q8TEQ0,ENSG00000048471,SNX29,sorting nexin 29,Q8TEQ0,uniprot_swissprot,9606
uniprot:O95319,ENSG00000048740,CELF2,cugbp elav-like family member 2,O95319,uniprot_swissprot,9606
uniprot:P21583,ENSG00000049130,KITLG,kit ligand,P21583,uniprot_swissprot,9606
uniprot:Q13216,ENSG00000049167,ERCC8,"ercc excision repair 8, csa ubiquitin ligase complex subunit",Q13216,uniprot_swissprot,9606
uniprot:Q15836,ENSG00000049245,VAMP3,vesicle associated membrane protein 3,Q15836,uniprot_swissprot,9606
uniprot:P56645,ENSG00000049246,PER3,period circadian regulator 3,P56645,uniprot_swissprot,9606
uniprot:Q07011,ENSG00000049249,TNFRSF9,tnf receptor superfamily member 9,Q07011,uniprot_swissprot,9606
uniprot:Q9H201,ENSG00000049283,EPN3,epsin 3,Q9H201,uniprot_swissprot,9606
uniprot:Q14766,ENSG00000049323,LTBP1,latent transforming growth factor beta binding protein 1,Q14766,uniprot_swissprot,9606
uniprot:Q15293,ENSG00000049449,RCN1,reticulocalbin 1,Q15293,uniprot_swissprot,9606
uniprot:P15502,ENSG00000049540,ELN,elastin,P15502,uniprot_swissprot,9606
uniprot:Q8NFD5,ENSG00000049618,ARID1B,at-rich interaction domain 1b,Q8NFD5,uniprot_swissprot,9606
uniprot:Q96KA5,ENSG00000049656,CLPTM1L,clptm1 like,Q96KA5,uniprot_swissprot,9606
uniprot:Q96PU5,ENSG00000049759,NEDD4L,nedd4 like e3 ubiquitin protein ligase,Q96PU5,uniprot_swissprot,9606
uniprot:Q9BZS1,ENSG00000049768,FOXP3,forkhead box p3,Q9BZS1,uniprot_swissprot,9606
uniprot:P07686,ENSG00000049860,HEXB,hexosaminidase subunit beta,P07686,uniprot_swissprot,9606
uniprot:Q8WV60,ENSG00000049883,PTCD2,pentatricopeptide repeat domain 2,Q8WV60,uniprot_swissprot,9606
uniprot:Q9UBP4,ENSG00000050165,DKK3,dickkopf wnt signaling pathway inhibitor 3,Q9UBP4,uniprot_swissprot,9606
uniprot:Q12774,ENSG00000050327,ARHGEF5,rho guanine nucleotide exchange factor 5,Q12774,uniprot_swissprot,9606
uniprot:Q9Y4A8,ENSG00000050344,NFE2L3,nfe2 like bzip transcription factor 3,Q9Y4A8,uniprot_swissprot,9606
uniprot:Q96AQ8,ENSG00000050393,MCUR1,mitochondrial calcium uniporter regulator 1,Q96AQ8,uniprot_swissprot,9606
uniprot:Q9UHB6,ENSG00000050405,LIMA1,lim domain and actin binding 1,Q9UHB6,uniprot_swissprot,9606
uniprot:Q6P1Q0,ENSG00000050426,LETMD1,letm1 domain containing 1,Q6P1Q0,uniprot_swissprot,9606
uniprot:P43115,ENSG00000050628,PTGER3,prostaglandin e receptor 3,P43115,uniprot_swissprot,9606
uniprot:P56945,ENSG00000050820,BCAR1,"bcar1 scaffold protein, cas family member",P56945,uniprot_swissprot,9606
uniprot:Q15011,ENSG00000051108,HERPUD1,homocysteine inducible er protein with ubiquitin like domain 1,Q15011,uniprot_swissprot,9606
uniprot:Q06609,ENSG00000051180,RAD51,rad51 recombinase,Q06609,uniprot_swissprot,9606
uniprot:O75417,ENSG00000051341,POLQ,dna polymerase theta,O75417,uniprot_swissprot,9606
uniprot:P42338,ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",P42338,uniprot_swissprot,9606
uniprot:Q99550,ENSG00000051825,MPHOSPH9,m-phase phosphoprotein 9,Q99550,uniprot_swissprot,9606
uniprot:Q9HAU0,ENSG00000052126,PLEKHA5,pleckstrin homology domain containing a5,Q9HAU0,uniprot_swissprot,9606
uniprot:Q16651,ENSG00000052344,PRSS8,serine protease 8,Q16651,uniprot_swissprot,9606
uniprot:Q9P278,ENSG00000052795,FNIP2,folliculin interacting protein 2,Q9P278,uniprot_swissprot,9606
uniprot:Q96AE7,ENSG00000052841,TTC17,tetratricopeptide repeat domain 17,Q96AE7,uniprot_swissprot,9606
uniprot:Q9H161,ENSG00000052850,ALX4,alx homeobox 4,Q9H161,uniprot_swissprot,9606
uniprot:Q6MZW2,ENSG00000053108,FSTL4,follistatin like 4,Q6MZW2,uniprot_swissprot,9606
uniprot:O00409,ENSG00000053254,FOXN3,forkhead box n3,O00409,uniprot_swissprot,9606
uniprot:Q86YR7,ENSG00000053524,MCF2L2,mcf.2 cell line derived transforming sequence-like 2,Q86YR7,uniprot_swissprot,9606
uniprot:Q9UJX5,ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4,Q9UJX5,uniprot_swissprot,9606
uniprot:P51787,ENSG00000053918,KCNQ1,potassium voltage-gated channel subfamily q member 1,P51787,uniprot_swissprot,9606
uniprot:O43617,ENSG00000054116,TRAPPC3,trafficking protein particle complex subunit 3,O43617,uniprot_swissprot,9606
uniprot:Q9Y2W1,ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3,Q9Y2W1,uniprot_swissprot,9606
uniprot:O60449,ENSG00000054219,LY75,lymphocyte antigen 75,O60449,uniprot_swissprot,9606
uniprot:Q4LE39,ENSG00000054267,ARID4B,at-rich interaction domain 4b,Q4LE39,uniprot_swissprot,9606
uniprot:Q86SQ7,ENSG00000054282,SDCCAG8,shh signaling and ciliogenesis regulator sdccag8,Q86SQ7,uniprot_swissprot,9606
uniprot:Q5VTY9,ENSG00000054392,HHAT,hedgehog acyltransferase,Q5VTY9,uniprot_swissprot,9606
uniprot:O60333,ENSG00000054523,KIF1B,kinesin family member 1b,O60333,uniprot_swissprot,9606
uniprot:Q12948,ENSG00000054598,FOXC1,forkhead box c1,Q12948,uniprot_swissprot,9606
uniprot:Q8WUA7,ENSG00000054611,TBC1D22A,tbc1 domain family member 22a,Q8WUA7,uniprot_swissprot,9606
uniprot:Q8WXH0,ENSG00000054654,SYNE2,spectrin repeat containing nuclear envelope protein 2,Q8WXH0,uniprot_swissprot,9606
uniprot:Q9NTU7,ENSG00000054803,CBLN4,cerebellin 4 precursor,Q9NTU7,uniprot_swissprot,9606
uniprot:Q6WN34,ENSG00000054938,CHRDL2,chordin like 2,Q6WN34,uniprot_swissprot,9606
uniprot:P54803,ENSG00000054983,GALC,galactosylceramidase,P54803,uniprot_swissprot,9606
uniprot:Q9Y2X3,ENSG00000055044,NOP58,nop58 ribonucleoprotein,Q9Y2X3,uniprot_swissprot,9606
uniprot:Q12809,ENSG00000055118,KCNH2,potassium voltage-gated channel subfamily h member 2,Q12809,uniprot_swissprot,9606
uniprot:Q13616,ENSG00000055130,CUL1,cullin 1,Q13616,uniprot_swissprot,9606
uniprot:Q9NRY5,ENSG00000055147,FAM114A2,family with sequence similarity 114 member a2,Q9NRY5,uniprot_swissprot,9606
uniprot:Q96F07,ENSG00000055163,CYFIP2,cytoplasmic fmr1 interacting protein 2,Q96F07,uniprot_swissprot,9606
uniprot:Q9NYJ8,ENSG00000055208,TAB2,tgf-beta activated kinase 1 (map3k7) binding protein 2,Q9NYJ8,uniprot_swissprot,9606
uniprot:P19525,ENSG00000055332,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,P19525,uniprot_swissprot,9606
uniprot:Q9P275,ENSG00000055483,USP36,ubiquitin specific peptidase 36,Q9P275,uniprot_swissprot,9606
uniprot:Q8NEZ4,ENSG00000055609,KMT2C,lysine methyltransferase 2c,Q8NEZ4,uniprot_swissprot,9606
uniprot:Q14624,ENSG00000055955,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4,Q14624,uniprot_swissprot,9606
uniprot:P19827,ENSG00000055957,ITIH1,inter-alpha-trypsin inhibitor heavy chain 1,P19827,uniprot_swissprot,9606
uniprot:Q13077,ENSG00000056558,TRAF1,tnf receptor associated factor 1,Q13077,uniprot_swissprot,9606
uniprot:Q9NRM6,ENSG00000056736,IL17RB,interleukin 17 receptor b,Q9NRM6,uniprot_swissprot,9606
uniprot:O43734,ENSG00000056972,TRAF3IP2,traf3 interacting protein 2,O43734,uniprot_swissprot,9606
uniprot:Q96PD2,ENSG00000057019,DCBLD2,"discoidin, cub and lccl domain containing 2",Q96PD2,uniprot_swissprot,9606
uniprot:P35610,ENSG00000057252,SOAT1,sterol o-acyltransferase 1,P35610,uniprot_swissprot,9606
uniprot:Q99959,ENSG00000057294,PKP2,plakophilin 2,Q99959,uniprot_swissprot,9606
uniprot:P50395,ENSG00000057608,GDI2,gdp dissociation inhibitor 2,P50395,uniprot_swissprot,9606
uniprot:O75626,ENSG00000057657,PRDM1,pr/set domain 1,O75626,uniprot_swissprot,9606
uniprot:Q9H1Y0,ENSG00000057663,ATG5,autophagy related 5,Q9H1Y0,uniprot_swissprot,9606
uniprot:Q9BTC8,ENSG00000057935,MTA3,metastasis associated 1 family member 3,Q9BTC8,uniprot_swissprot,9606
uniprot:Q92995,ENSG00000058056,USP13,ubiquitin specific peptidase 13,Q92995,uniprot_swissprot,9606
uniprot:Q9Y2G3,ENSG00000058063,ATP11B,atpase phospholipid transporting 11b (putative),Q9Y2G3,uniprot_swissprot,9606
uniprot:Q13753,ENSG00000058085,LAMC2,laminin subunit gamma 2,Q13753,uniprot_swissprot,9606
uniprot:P61619,ENSG00000058262,SEC61A1,sec61 translocon subunit alpha 1,P61619,uniprot_swissprot,9606
uniprot:O14974,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12a,O14974,uniprot_swissprot,9606
uniprot:Q13972,ENSG00000058335,RASGRF1,ras protein specific guanine nucleotide releasing factor 1,Q13972,uniprot_swissprot,9606
uniprot:Q13554,ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase ii beta,Q13554,uniprot_swissprot,9606
uniprot:P23634,ENSG00000058668,ATP2B4,atpase plasma membrane ca2+ transporting 4,P23634,uniprot_swissprot,9606
uniprot:O75152,ENSG00000058673,ZC3H11A,zinc finger ccch-type containing 11a,O75152,uniprot_swissprot,9606
uniprot:Q9BVS4,ENSG00000058729,RIOK2,rio kinase 2,Q9BVS4,uniprot_swissprot,9606
uniprot:P24557,ENSG00000059377,TBXAS1,thromboxane a synthase 1,P24557,uniprot_swissprot,9606
uniprot:Q9H0J9,ENSG00000059378,PARP12,poly(adp-ribose) polymerase family member 12,Q9H0J9,uniprot_swissprot,9606
uniprot:O75879,ENSG00000059691,GATB,glutamyl-trna amidotransferase subunit b,O75879,uniprot_swissprot,9606
uniprot:P11169,ENSG00000059804,SLC2A3,solute carrier family 2 member 3,P11169,uniprot_swissprot,9606
uniprot:P16989,ENSG00000060138,YBX3,y-box binding protein 3,P16989,uniprot_swissprot,9606
uniprot:Q9H4A3,ENSG00000060237,WNK1,wnk lysine deficient protein kinase 1,Q9H4A3,uniprot_swissprot,9606
uniprot:P30679,ENSG00000060558,GNA15,g protein subunit alpha 15,P30679,uniprot_swissprot,9606
uniprot:Q68CJ9,ENSG00000060566,CREB3L3,camp responsive element binding protein 3 like 3,Q68CJ9,uniprot_swissprot,9606
uniprot:Q92729,ENSG00000060656,PTPRU,protein tyrosine phosphatase receptor type u,Q92729,uniprot_swissprot,9606
uniprot:P12107,ENSG00000060718,COL11A1,collagen type xi alpha 1 chain,P12107,uniprot_swissprot,9606
uniprot:A0A3B3IRW6,ENSG00000060749,QSER1,glutamine and serine rich 1,A0A3B3IRW6,uniprot_trembl,9606
uniprot:P54687,ENSG00000060982,BCAT1,branched chain amino acid transaminase 1,P54687,uniprot_swissprot,9606
uniprot:Q8WUI4,ENSG00000061273,HDAC7,histone deacetylase 7,Q8WUI4,uniprot_swissprot,9606
uniprot:Q9Y250,ENSG00000061337,LZTS1,leucine zipper tumor suppressor 1,Q9Y250,uniprot_swissprot,9606
uniprot:Q9NQX0,ENSG00000061455,PRDM6,pr/set domain 6,Q9NQX0,uniprot_swissprot,9606
uniprot:Q9H1J5,ENSG00000061492,WNT8A,wnt family member 8a,Q9H1J5,uniprot_swissprot,9606
uniprot:P82673,ENSG00000061794,MRPS35,mitochondrial ribosomal protein s35,P82673,uniprot_swissprot,9606
uniprot:Q02153,ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,Q02153,uniprot_swissprot,9606
uniprot:Q12872,ENSG00000061936,SFSWAP,splicing factor swap,Q12872,uniprot_swissprot,9606
uniprot:Q07912,ENSG00000061938,TNK2,tyrosine kinase non receptor 2,Q07912,uniprot_swissprot,9606
uniprot:Q7Z3U7,ENSG00000061987,MON2,mon2 regulator of endosome-to-golgi trafficking,Q7Z3U7,uniprot_swissprot,9606
uniprot:P22223,ENSG00000062038,CDH3,cadherin 3,P22223,uniprot_swissprot,9606
uniprot:Q86WP2,ENSG00000062194,GPBP1,gc-rich promoter binding protein 1,Q86WP2,uniprot_swissprot,9606
uniprot:Q96PD7,ENSG00000062282,DGAT2,diacylglycerol o-acyltransferase 2,Q96PD7,uniprot_swissprot,9606
uniprot:P29376,ENSG00000062524,LTK,leukocyte receptor tyrosine kinase,P29376,uniprot_swissprot,9606
uniprot:Q96JJ3,ENSG00000062598,ELMO2,engulfment and cell motility 2,Q96JJ3,uniprot_swissprot,9606
uniprot:Q7Z5K2,ENSG00000062650,WAPL,wapl cohesin release factor,Q7Z5K2,uniprot_swissprot,9606
uniprot:Q96GC9,ENSG00000062716,VMP1,vacuole membrane protein 1,Q96GC9,uniprot_swissprot,9606
uniprot:P28340,ENSG00000062822,POLD1,"dna polymerase delta 1, catalytic subunit",P28340,uniprot_swissprot,9606
uniprot:P23588,ENSG00000063046,EIF4B,eukaryotic translation initiation factor 4b,P23588,uniprot_swissprot,9606
uniprot:Q96AB3,ENSG00000063241,ISOC2,isochorismatase domain containing 2,Q96AB3,uniprot_swissprot,9606
uniprot:A0A494BZY4,ENSG00000063438,AHRR,aryl hydrocarbon receptor repressor,A0A494BZY4,uniprot_trembl,9606
uniprot:P35052,ENSG00000063660,GPC1,glypican 1,P35052,uniprot_swissprot,9606
