canonical_key,ensembl_id,gene_symbol,approved_name,uniprot_accession,uniprot_source,organism_tax_id
uniprot:O60603,ENSG00000137462,TLR2,toll like receptor 2,O60603,uniprot_swissprot,9606
uniprot:Q8NA56,ENSG00000137473,TTC29,tetratricopeptide repeat domain 29,Q8NA56,uniprot_swissprot,9606
uniprot:Q13402,ENSG00000137474,MYO7A,myosin viia,Q13402,uniprot_swissprot,9606
uniprot:O94868,ENSG00000137478,FCHSD2,fch and double sh3 domains 2,O94868,uniprot_swissprot,9606
uniprot:Q14980,ENSG00000137497,NUMA1,nuclear mitotic apparatus protein 1,Q14980,uniprot_swissprot,9606
uniprot:Q9GZT6,ENSG00000137500,CCDC90B,coiled-coil domain containing 90b,Q9GZT6,uniprot_swissprot,9606
uniprot:Q9HCH5,ENSG00000137501,SYTL2,synaptotagmin like 2,Q9HCH5,uniprot_swissprot,9606
uniprot:Q15771,ENSG00000137502,RAB30,"rab30, member ras oncogene family",Q15771,uniprot_swissprot,9606
uniprot:Q14392,ENSG00000137507,LRRC32,leucine rich repeat containing 32,Q14392,uniprot_swissprot,9606
uniprot:O00560,ENSG00000137575,SDCBP,syndecan binding protein,O00560,uniprot_swissprot,9606
uniprot:Q96PY6,ENSG00000137601,NEK1,nima related kinase 1,Q96PY6,uniprot_swissprot,9606
uniprot:Q92673,ENSG00000137642,SORL1,sortilin related receptor 1,Q92673,uniprot_swissprot,9606
uniprot:Q9NRS4,ENSG00000137648,TMPRSS4,transmembrane serine protease 4,Q9NRS4,uniprot_swissprot,9606
uniprot:Q9BRD0,ENSG00000137656,BUD13,bud13 spliceosome associated protein,Q9BRD0,uniprot_swissprot,9606
uniprot:Q9Y210,ENSG00000137672,TRPC6,transient receptor potential cation channel subfamily c member 6,Q9Y210,uniprot_swissprot,9606
uniprot:P09237,ENSG00000137673,MMP7,matrix metallopeptidase 7,P09237,uniprot_swissprot,9606
uniprot:Q9BTE7,ENSG00000137692,DCUN1D5,defective in cullin neddylation 1 domain containing 5,Q9BTE7,uniprot_swissprot,9606
uniprot:P46937,ENSG00000137693,YAP1,yes1 associated transcriptional regulator,P46937,uniprot_swissprot,9606
uniprot:Q14134,ENSG00000137699,TRIM29,tripartite motif containing 29,Q14134,uniprot_swissprot,9606
uniprot:P35241,ENSG00000137710,RDX,radixin,P35241,uniprot_swissprot,9606
uniprot:P30154,ENSG00000137713,PPP2R1B,protein phosphatase 2 scaffold subunit abeta,P30154,uniprot_swissprot,9606
uniprot:P10109,ENSG00000137714,FDX1,ferredoxin 1,P10109,uniprot_swissprot,9606
uniprot:Q9H5F2,ENSG00000137720,CFAP68,cilia and flagella associated protein 68,Q9H5F2,uniprot_swissprot,9606
uniprot:Q9H0Q3,ENSG00000137726,FXYD6,fxyd domain containing ion transport regulator 6,Q9H0Q3,uniprot_swissprot,9606
uniprot:P54710,ENSG00000137731,FXYD2,fxyd domain containing ion transport regulator 2,P54710,uniprot_swissprot,9606
uniprot:P45452,ENSG00000137745,MMP13,matrix metallopeptidase 13,P45452,uniprot_swissprot,9606
uniprot:P29466,ENSG00000137752,CASP1,caspase 1,P29466,uniprot_swissprot,9606
uniprot:P51878,ENSG00000137757,CASP5,caspase 5,P51878,uniprot_swissprot,9606
uniprot:Q13163,ENSG00000137764,MAP2K5,mitogen-activated protein kinase kinase 5,Q13163,uniprot_swissprot,9606
uniprot:Q8NB66,ENSG00000137766,UNC13C,unc-13 homolog c,Q8NB66,uniprot_swissprot,9606
uniprot:Q9Y6N5,ENSG00000137767,SQOR,sulfide quinone oxidoreductase,Q9Y6N5,uniprot_swissprot,9606
uniprot:P07996,ENSG00000137801,THBS1,thrombospondin 1,P07996,uniprot_swissprot,9606
uniprot:O60336,ENSG00000137802,MAPKBP1,mitogen-activated protein kinase binding protein 1,O60336,uniprot_swissprot,9606
uniprot:Q9BXS6,ENSG00000137804,NUSAP1,nucleolar and spindle associated protein 1,Q9BXS6,uniprot_swissprot,9606
uniprot:Q9Y375,ENSG00000137806,NDUFAF1,nadh:ubiquinone oxidoreductase complex assembly factor 1,Q9Y375,uniprot_swissprot,9606
uniprot:Q02241,ENSG00000137807,KIF23,kinesin family member 23,Q02241,uniprot_swissprot,9606
uniprot:Q9UKX5,ENSG00000137809,ITGA11,integrin subunit alpha 11,Q9UKX5,uniprot_swissprot,9606
uniprot:Q8NG31,ENSG00000137812,KNL1,kinetochore scaffold 1,Q8NG31,uniprot_swissprot,9606
uniprot:Q92541,ENSG00000137815,RTF1,"rtf1 homolog, paf1/rna polymerase ii complex component",Q92541,uniprot_swissprot,9606
uniprot:P05386,ENSG00000137818,RPLP1,ribosomal protein lateral stalk subunit p1,P05386,uniprot_swissprot,9606
uniprot:Q9NXK6,ENSG00000137819,PAQR5,progestin and adipoq receptor family member 5,Q9NXK6,uniprot_swissprot,9606
uniprot:P23677,ENSG00000137825,ITPKA,inositol-trisphosphate 3-kinase a,P23677,uniprot_swissprot,9606
uniprot:O43541,ENSG00000137834,SMAD6,smad family member 6,O43541,uniprot_swissprot,9606
uniprot:Q00722,ENSG00000137841,PLCB2,phospholipase c beta 2,Q00722,uniprot_swissprot,9606
uniprot:Q9NQU5,ENSG00000137843,PAK6,p21 (rac1) activated kinase 6,Q9NQU5,uniprot_swissprot,9606
uniprot:O14672,ENSG00000137845,ADAM10,adam metallopeptidase domain 10,O14672,uniprot_swissprot,9606
uniprot:P11511,ENSG00000137869,CYP19A1,cytochrome p450 family 19 subfamily a member 1,P11511,uniprot_swissprot,9606
uniprot:Q8NFY4,ENSG00000137872,SEMA6D,semaphorin 6d,Q8NFY4,uniprot_swissprot,9606
uniprot:Q9UHA3,ENSG00000137876,RSL24D1,ribosomal l24 domain containing 1,Q9UHA3,uniprot_swissprot,9606
uniprot:Q9NRC6,ENSG00000137877,SPTBN5,"spectrin beta, non-erythrocytic 5",Q9NRC6,uniprot_swissprot,9606
uniprot:O75815,ENSG00000137936,BCAR3,"bcar3 adaptor protein, nsp family member",O75815,uniprot_swissprot,9606
uniprot:Q6ZT98,ENSG00000137941,TTLL7,tubulin tyrosine ligase like 7,Q6ZT98,uniprot_swissprot,9606
uniprot:Q6YP21,ENSG00000137944,KYAT3,kynurenine aminotransferase 3,Q6YP21,uniprot_swissprot,9606
uniprot:Q00403,ENSG00000137947,GTF2B,general transcription factor iib,Q00403,uniprot_swissprot,9606
uniprot:Q58F21,ENSG00000137948,BRDT,bromodomain testis associated,Q58F21,uniprot_swissprot,9606
uniprot:Q8TF65,ENSG00000137960,GIPC2,gipc pdz domain containing family member 2,Q8TF65,uniprot_swissprot,9606
uniprot:Q52LW3,ENSG00000137962,ARHGAP29,rho gtpase activating protein 29,Q52LW3,uniprot_swissprot,9606
uniprot:Q8WZ79,ENSG00000137976,DNASE2B,deoxyribonuclease 2 beta,Q8WZ79,uniprot_swissprot,9606
uniprot:Q9C0D9,ENSG00000138018,SELENOI,selenoprotein i,Q9C0D9,uniprot_swissprot,9606
uniprot:O60266,ENSG00000138031,ADCY3,adenylate cyclase 3,O60266,uniprot_swissprot,9606
uniprot:Q8TCX1,ENSG00000138036,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1,Q8TCX1,uniprot_swissprot,9606
uniprot:P22888,ENSG00000138039,LHCGR,luteinizing hormone/choriogonadotropin receptor,P22888,uniprot_swissprot,9606
uniprot:Q9BTF0,ENSG00000138050,THUMPD2,thump domain 2 trna and snrna guanosine methyltransferase,Q9BTF0,uniprot_swissprot,9606
uniprot:Q16678,ENSG00000138061,CYP1B1,cytochrome p450 family 1 subfamily b member 1,Q16678,uniprot_swissprot,9606
uniprot:P62820,ENSG00000138069,RAB1A,"rab1a, member ras oncogene family",P62820,uniprot_swissprot,9606
uniprot:P61160,ENSG00000138071,ACTR2,actin related protein 2,P61160,uniprot_swissprot,9606
uniprot:Q9H222,ENSG00000138075,ABCG5,atp binding cassette subfamily g member 5,Q9H222,uniprot_swissprot,9606
uniprot:Q86XK2,ENSG00000138081,FBXO11,f-box protein 11,Q86XK2,uniprot_swissprot,9606
uniprot:O95343,ENSG00000138083,SIX3,six homeobox 3,O95343,uniprot_swissprot,9606
uniprot:Q9BU64,ENSG00000138092,CENPO,centromere protein o,Q9BU64,uniprot_swissprot,9606
uniprot:P42704,ENSG00000138095,LRPPRC,leucine rich pentatricopeptide repeat containing,P42704,uniprot_swissprot,9606
uniprot:O60941,ENSG00000138101,DTNB,dystrobrevin beta,O60941,uniprot_swissprot,9606
uniprot:P61163,ENSG00000138107,ACTR1A,actin related protein 1a,P61163,uniprot_swissprot,9606
uniprot:Q14CX5,ENSG00000138111,SLC68A1,solute carrier family 68 member 1,Q14CX5,uniprot_swissprot,9606
uniprot:P10632,ENSG00000138115,CYP2C8,cytochrome p450 family 2 subfamily c member 8,P10632,uniprot_swissprot,9606
uniprot:Q9NZM1,ENSG00000138119,MYOF,myoferlin,Q9NZM1,uniprot_swissprot,9606
uniprot:Q96JB6,ENSG00000138131,LOXL4,lysyl oxidase like 4,Q96JB6,uniprot_swissprot,9606
uniprot:Q32M84,ENSG00000138152,BTBD16,btb domain containing 16,Q32M84,uniprot_swissprot,9606
uniprot:P52732,ENSG00000138160,KIF11,kinesin family member 11,P52732,uniprot_swissprot,9606
uniprot:O95359,ENSG00000138162,TACC2,transforming acidic coiled-coil containing protein 2,O95359,uniprot_swissprot,9606
uniprot:P36405,ENSG00000138175,ARL3,arf like gtpase 3,P36405,uniprot_swissprot,9606
uniprot:Q53EZ4,ENSG00000138180,CEP55,centrosomal protein 55,Q53EZ4,uniprot_swissprot,9606
uniprot:Q96Q89,ENSG00000138182,KIF20B,kinesin family member 20b,Q96Q89,uniprot_swissprot,9606
uniprot:P49961,ENSG00000138185,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,P49961,uniprot_swissprot,9606
uniprot:Q8TAG9,ENSG00000138190,EXOC6,exocyst complex component 6,Q8TAG9,uniprot_swissprot,9606
uniprot:Q9P212,ENSG00000138193,PLCE1,phospholipase c epsilon 1,Q9P212,uniprot_swissprot,9606
uniprot:P02753,ENSG00000138207,RBP4,retinol binding protein 4,P02753,uniprot_swissprot,9606
uniprot:Q8N9N2,ENSG00000138303,ASCC1,activating signal cointegrator 1 complex subunit 1,Q8N9N2,uniprot_swissprot,9606
uniprot:Q70YC5,ENSG00000138311,ZNF365,zinc finger protein 365,Q70YC5,uniprot_swissprot,9606
uniprot:Q8WWZ8,ENSG00000138315,OIT3,oncoprotein induced transcript 3,Q8WWZ8,uniprot_swissprot,9606
uniprot:Q8WXS8,ENSG00000138316,ADAMTS14,adam metallopeptidase with thrombospondin type 1 motif 14,Q8WXS8,uniprot_swissprot,9606
uniprot:P62847,ENSG00000138326,RPS24,ribosomal protein s24,P62847,uniprot_swissprot,9606
uniprot:Q8NFU7,ENSG00000138336,TET1,tet methylcytosine dioxygenase 1,Q8NFU7,uniprot_swissprot,9606
uniprot:P31939,ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/imp cyclohydrolase,P31939,uniprot_swissprot,9606
uniprot:Q99728,ENSG00000138376,BARD1,brca1 associated ring domain 1,Q99728,uniprot_swissprot,9606
uniprot:Q14765,ENSG00000138378,STAT4,signal transducer and activator of transcription 4,Q14765,uniprot_swissprot,9606
uniprot:O14793,ENSG00000138379,MSTN,myostatin,O14793,uniprot_swissprot,9606
uniprot:Q8N187,ENSG00000138380,CARF,calcium responsive transcription factor,Q8N187,uniprot_swissprot,9606
uniprot:P05455,ENSG00000138385,SSB,small rna binding exonuclease protection factor la,P05455,uniprot_swissprot,9606
uniprot:Q13506,ENSG00000138386,NAB1,ngfi-a binding protein 1,Q13506,uniprot_swissprot,9606
uniprot:Q96Q40,ENSG00000138395,CDK15,cyclin dependent kinase 15,Q96Q40,uniprot_swissprot,9606
uniprot:Q13427,ENSG00000138398,PPIG,peptidylprolyl isomerase g,Q13427,uniprot_swissprot,9606
uniprot:O75874,ENSG00000138413,IDH1,isocitrate dehydrogenase (nadp(+)) 1,O75874,uniprot_swissprot,9606
uniprot:Q86X95,ENSG00000138433,CIRSR,corepressor of rbpj and splicing regulator,Q86X95,uniprot_swissprot,9606
uniprot:Q6P1L5,ENSG00000138439,FAM117B,family with sequence similarity 117 member b,Q6P1L5,uniprot_swissprot,9606
uniprot:Q9GZL7,ENSG00000138442,WDR12,wd repeat domain 12,Q9GZL7,uniprot_swissprot,9606
uniprot:P06756,ENSG00000138448,ITGAV,integrin subunit alpha v,P06756,uniprot_swissprot,9606
uniprot:Q9BQF6,ENSG00000138468,SENP7,sumo specific peptidase 7,Q9BQF6,uniprot_swissprot,9606
uniprot:Q8NEL0,ENSG00000138483,CCDC54,coiled-coil domain containing 54,Q8NEL0,uniprot_swissprot,9606
uniprot:Q8IXQ6,ENSG00000138496,PARP9,poly(adp-ribose) polymerase family member 9,Q8IXQ6,uniprot_swissprot,9606
uniprot:Q8NEH6,ENSG00000138587,MNS1,meiosis specific nuclear structural 1,Q8NEH6,uniprot_swissprot,9606
uniprot:P40818,ENSG00000138592,USP8,ubiquitin specific peptidase 8,P40818,uniprot_swissprot,9606
uniprot:Q8TCT8,ENSG00000138600,SPPL2A,signal peptide peptidase like 2a,Q8TCT8,uniprot_swissprot,9606
uniprot:Q8WW43,ENSG00000138613,APH1B,aph-1b gamma-secretase subunit,Q8WW43,uniprot_swissprot,9606
uniprot:Q9Y3Q4,ENSG00000138622,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,Q9Y3Q4,uniprot_swissprot,9606
uniprot:O75326,ENSG00000138623,SEMA7A,semaphorin 7a (johnmiltonhagen blood group),O75326,uniprot_swissprot,9606
uniprot:Q8N264,ENSG00000138639,ARHGAP24,rho gtpase activating protein 24,Q8N264,uniprot_swissprot,9606
uniprot:O94988,ENSG00000138640,FAM13A,family with sequence similarity 13 member a,O94988,uniprot_swissprot,9606
uniprot:Q9UII4,ENSG00000138646,HERC5,hect and rld domain containing e3 ubiquitin protein ligase 5,Q9UII4,uniprot_swissprot,9606
uniprot:Q9P2E7,ENSG00000138650,PCDH10,protocadherin 10,Q9P2E7,uniprot_swissprot,9606
uniprot:Q9H3R1,ENSG00000138653,NDST4,n-deacetylase and n-sulfotransferase 4,Q9H3R1,uniprot_swissprot,9606
uniprot:Q0VAM2,ENSG00000138670,RASGEF1B,rasgef domain family member 1b,Q0VAM2,uniprot_swissprot,9606
uniprot:P12034,ENSG00000138675,FGF5,fibroblast growth factor 5,P12034,uniprot_swissprot,9606
uniprot:Q53EU6,ENSG00000138678,GPAT3,glycerol-3-phosphate acyltransferase 3,Q53EU6,uniprot_swissprot,9606
uniprot:Q9HBE4,ENSG00000138684,IL21,interleukin 21,Q9HBE4,uniprot_swissprot,9606
uniprot:P09038,ENSG00000138685,FGF2,fibroblast growth factor 2,P09038,uniprot_swissprot,9606
uniprot:Q2LD37,ENSG00000138688,BLTP1,bridge-like lipid transfer protein family member 1,Q2LD37,uniprot_swissprot,9606
uniprot:O00238,ENSG00000138696,BMPR1B,bone morphogenetic protein receptor type 1b,O00238,uniprot_swissprot,9606
uniprot:P52306,ENSG00000138698,RAP1GDS1,rap1 gtpase-gdp dissociation stimulator 1,P52306,uniprot_swissprot,9606
uniprot:Q659C4,ENSG00000138709,LARP1B,la ribonucleoprotein 1b,Q659C4,uniprot_swissprot,9606
uniprot:O76074,ENSG00000138735,PDE5A,phosphodiesterase 5a,O76074,uniprot_swissprot,9606
uniprot:Q9NQX1,ENSG00000138738,PRDM5,pr/set domain 5,Q9NQX1,uniprot_swissprot,9606
uniprot:Q13507,ENSG00000138741,TRPC3,transient receptor potential cation channel subfamily c member 3,Q13507,uniprot_swissprot,9606
uniprot:Q07325,ENSG00000138755,CXCL9,c-x-c motif chemokine ligand 9,Q07325,uniprot_swissprot,9606
uniprot:Q9NSY1,ENSG00000138756,BMP2K,bmp2 inducible kinase,Q9NSY1,uniprot_swissprot,9606
uniprot:Q9UN86,ENSG00000138757,G3BP2,g3bp stress granule assembly factor 2,Q9UN86,uniprot_swissprot,9606
uniprot:Q14108,ENSG00000138760,SCARB2,scavenger receptor class b member 2,Q14108,uniprot_swissprot,9606
uniprot:O60763,ENSG00000138768,USO1,uso1 vesicle transport factor,O60763,uniprot_swissprot,9606
uniprot:Q92772,ENSG00000138769,CDKL2,cyclin dependent kinase like 2,Q92772,uniprot_swissprot,9606
uniprot:Q8TF72,ENSG00000138771,SHROOM3,shroom family member 3,Q8TF72,uniprot_swissprot,9606
uniprot:P12429,ENSG00000138772,ANXA3,annexin a3,P12429,uniprot_swissprot,9606
uniprot:Q9H2U2,ENSG00000138777,PPA2,inorganic pyrophosphatase 2,Q9H2U2,uniprot_swissprot,9606
uniprot:Q02224,ENSG00000138778,CENPE,centromere protein e,Q02224,uniprot_swissprot,9606
uniprot:Q8NEC7,ENSG00000138780,GSTCD,glutathione s-transferase c-terminal domain containing,Q8NEC7,uniprot_swissprot,9606
uniprot:Q96CB8,ENSG00000138785,INTS12,integrator complex subunit 12,Q96CB8,uniprot_swissprot,9606
uniprot:Q07075,ENSG00000138792,ENPEP,glutamyl aminopeptidase,Q07075,uniprot_swissprot,9606
uniprot:P55212,ENSG00000138794,CASP6,caspase 6,P55212,uniprot_swissprot,9606
uniprot:Q9UJU2,ENSG00000138795,LEF1,lymphoid enhancer binding factor 1,Q9UJU2,uniprot_swissprot,9606
uniprot:P01133,ENSG00000138798,EGF,epidermal growth factor,P01133,uniprot_swissprot,9606
uniprot:O43252,ENSG00000138801,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,O43252,uniprot_swissprot,9606
uniprot:Q08209,ENSG00000138814,PPP3CA,protein phosphatase 3 catalytic subunit alpha,Q08209,uniprot_swissprot,9606
uniprot:Q9C0K1,ENSG00000138821,SLC39A8,solute carrier family 39 member 8,Q9C0K1,uniprot_swissprot,9606
uniprot:P55157,ENSG00000138823,MTTP,microsomal triglyceride transfer protein,P55157,uniprot_swissprot,9606
uniprot:P35556,ENSG00000138829,FBN2,fibrillin 2,P35556,uniprot_swissprot,9606
uniprot:Q9UPT6,ENSG00000138834,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,Q9UPT6,uniprot_swissprot,9606
uniprot:Q6L9W6,ENSG00000139044,B4GALNT3,"beta-1,4-n-acetyl-galactosaminyltransferase 3",Q6L9W6,uniprot_swissprot,9606
uniprot:Q13956,ENSG00000139053,PDE6H,phosphodiesterase 6h,Q13956,uniprot_swissprot,9606
uniprot:P41212,ENSG00000139083,ETV6,ets variant transcription factor 6,P41212,uniprot_swissprot,9606
uniprot:Q9H0R8,ENSG00000139112,GABARAPL1,gaba type a receptor associated protein like 1,Q9H0R8,uniprot_swissprot,9606
uniprot:Q86YQ8,ENSG00000139117,CPNE8,copine 8,Q86YQ8,uniprot_swissprot,9606
uniprot:Q96M96,ENSG00000139132,FGD4,"fyve, rhogef and ph domain containing 4",Q96M96,uniprot_swissprot,9606
uniprot:Q5BKT4,ENSG00000139133,ALG10,"alg10 alpha-1,2-glucosyltransferase",Q5BKT4,uniprot_swissprot,9606
uniprot:Q9NP50,ENSG00000139146,SINHCAF,sin3-hdac complex associated factor,Q9NP50,uniprot_swissprot,9606
uniprot:Q6ZN18,ENSG00000139154,AEBP2,ae binding protein 2,Q6ZN18,uniprot_swissprot,9606
uniprot:Q9NYB5,ENSG00000139155,SLCO1C1,solute carrier organic anion transporter family member 1c1,Q9NYB5,uniprot_swissprot,9606
uniprot:Q8IXQ9,ENSG00000139160,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase,Q8IXQ9,uniprot_swissprot,9606
uniprot:Q9HBU6,ENSG00000139163,ETNK1,ethanolamine kinase 1,Q9HBU6,uniprot_swissprot,9606
uniprot:Q96MT3,ENSG00000139174,PRICKLE1,prickle planar cell polarity protein 1,Q96MT3,uniprot_swissprot,9606
uniprot:Q16795,ENSG00000139180,NDUFA9,nadh:ubiquinone oxidoreductase subunit a9,Q16795,uniprot_swissprot,9606
uniprot:P23763,ENSG00000139190,VAMP1,vesicle associated membrane protein 1,P23763,uniprot_swissprot,9606
uniprot:P26842,ENSG00000139193,CD27,cd27 molecule,P26842,uniprot_swissprot,9606
uniprot:Q86SJ2,ENSG00000139211,AMIGO2,adhesion molecule with ig like domain 2,Q86SJ2,uniprot_swissprot,9606
uniprot:Q99590,ENSG00000139218,SCAF11,sr-related ctd associated factor 11,Q99590,uniprot_swissprot,9606
uniprot:P02458,ENSG00000139219,COL2A1,collagen type ii alpha 1 chain,P02458,uniprot_swissprot,9606
uniprot:O75334,ENSG00000139220,PPFIA2,ppfi scaffold protein a2,O75334,uniprot_swissprot,9606
uniprot:Q9BRT6,ENSG00000139233,LLPH,"llp homolog, long-term synaptic facilitation factor",Q9BRT6,uniprot_swissprot,9606
uniprot:Q6UXM1,ENSG00000139263,LRIG3,leucine rich repeats and immunoglobulin like domains 3,Q6UXM1,uniprot_swissprot,9606
uniprot:Q86YJ5,ENSG00000139266,MARCHF9,membrane associated ring-ch-type finger 9,Q86YJ5,uniprot_swissprot,9606
uniprot:P58166,ENSG00000139269,INHBE,inhibin subunit beta e,P58166,uniprot_swissprot,9606
uniprot:Q8IWU9,ENSG00000139287,TPH2,tryptophan hydroxylase 2,Q8IWU9,uniprot_swissprot,9606
uniprot:Q8WV24,ENSG00000139289,PHLDA1,pleckstrin homology like domain family a member 1,Q8WV24,uniprot_swissprot,9606
uniprot:O75473,ENSG00000139292,LGR5,leucine rich repeat containing g protein-coupled receptor 5,O75473,uniprot_swissprot,9606
uniprot:A0A087WZU1,ENSG00000139304,PTPRQ,protein tyrosine phosphatase receptor type q,A0A087WZU1,uniprot_trembl,9606
uniprot:Q16828,ENSG00000139318,DUSP6,dual specificity phosphatase 6,Q16828,uniprot_swissprot,9606
uniprot:Q8TC44,ENSG00000139323,POC1B,poc1 centriolar protein b,Q8TC44,uniprot_swissprot,9606
uniprot:P51884,ENSG00000139329,LUM,lumican,P51884,uniprot_swissprot,9606
uniprot:P62306,ENSG00000139343,SNRPF,small nuclear ribonucleoprotein polypeptide f,P62306,uniprot_swissprot,9606
uniprot:Q8NHV4,ENSG00000139350,NEDD1,nedd1 gamma-tubulin ring complex targeting factor,Q8NHV4,uniprot_swissprot,9606
uniprot:P50553,ENSG00000139352,ASCL1,achaete-scute family bhlh transcription factor 1,P50553,uniprot_swissprot,9606
uniprot:Q14DG7,ENSG00000139364,TMEM132B,transmembrane protein 132b,Q14DG7,uniprot_swissprot,9606
uniprot:Q8N697,ENSG00000139370,SLC15A4,solute carrier family 15 member 4,Q8N697,uniprot_swissprot,9606
uniprot:Q13569,ENSG00000139372,TDG,thymine dna glycosylase,Q13569,uniprot_swissprot,9606
uniprot:Q96EY8,ENSG00000139428,MMAB,metabolism of cobalamin associated b,Q96EY8,uniprot_swissprot,9606
uniprot:Q9NZD2,ENSG00000139433,GLTP,glycolipid transfer protein,Q9NZD2,uniprot_swissprot,9606
uniprot:Q14161,ENSG00000139436,GIT2,git arfgap 2,Q14161,uniprot_swissprot,9606
uniprot:Q9BT92,ENSG00000139437,TCHP,trichoplein keratin filament binding,Q9BT92,uniprot_swissprot,9606
uniprot:Q5U5X8,ENSG00000139438,FAM222A,family with sequence similarity 222 member a,Q5U5X8,uniprot_swissprot,9606
uniprot:Q9Y217,ENSG00000139505,MTMR6,myotubularin related protein 6,Q9Y217,uniprot_swissprot,9606
uniprot:P30825,ENSG00000139514,SLC7A1,solute carrier family 7 member 1,P30825,uniprot_swissprot,9606
uniprot:P52945,ENSG00000139515,PDX1,pancreatic and duodenal homeobox 1,P52945,uniprot_swissprot,9606
uniprot:P51687,ENSG00000139531,SUOX,sulfite oxidase,P51687,uniprot_swissprot,9606
uniprot:Q15633,ENSG00000139546,TARBP2,tarbp2 subunit of risc loading complex,Q15633,uniprot_swissprot,9606
uniprot:O75452,ENSG00000139547,RDH16,retinol dehydrogenase 16,O75452,uniprot_swissprot,9606
uniprot:P37023,ENSG00000139567,ACVRL1,activin a receptor like type 1,P37023,uniprot_swissprot,9606
uniprot:Q5TBK1,ENSG00000139597,N4BP2L1,nedd4 binding protein 2 like 1,Q5TBK1,uniprot_swissprot,9606
uniprot:Q9UNI1,ENSG00000139610,CELA1,chymotrypsin like elastase 1,Q9UNI1,uniprot_swissprot,9606
uniprot:P51587,ENSG00000139618,BRCA2,brca2 dna repair associated,P51587,uniprot_swissprot,9606
uniprot:Q8N5B7,ENSG00000139624,CERS5,ceramide synthase 5,Q8N5B7,uniprot_swissprot,9606
uniprot:Q12852,ENSG00000139625,MAP3K12,mitogen-activated protein kinase kinase kinase 12,Q12852,uniprot_swissprot,9606
uniprot:Q8NCL4,ENSG00000139629,GALNT6,polypeptide n-acetylgalactosaminyltransferase 6,Q8NCL4,uniprot_swissprot,9606
uniprot:Q9Y600,ENSG00000139631,CSAD,cysteine sulfinic acid decarboxylase,Q9Y600,uniprot_swissprot,9606
uniprot:P55061,ENSG00000139644,TMBIM6,transmembrane bax inhibitor motif containing 6,P55061,uniprot_swissprot,9606
uniprot:P43657,ENSG00000139679,LPAR6,lysophosphatidic acid receptor 6,P43657,uniprot_swissprot,9606
uniprot:P06400,ENSG00000139687,RB1,rb transcriptional corepressor 1,P06400,uniprot_swissprot,9606
uniprot:A3KN83,ENSG00000139697,SBNO1,strawberry notch homolog 1,A3KN83,uniprot_swissprot,9606
uniprot:Q6PF18,ENSG00000139714,MORN3,morn repeat containing 3,Q6PF18,uniprot_swissprot,9606
uniprot:Q9UPS6,ENSG00000139718,SETD1B,"set domain containing 1b, histone lysine methyltransferase",Q9UPS6,uniprot_swissprot,9606
uniprot:Q9HBH0,ENSG00000139725,RHOF,"ras homolog family member f, filopodia associated",Q9HBH0,uniprot_swissprot,9606
uniprot:Q9NSV4,ENSG00000139734,DIAPH3,diaphanous related formin 3,Q9NSV4,uniprot_swissprot,9606
uniprot:Q5T8P6,ENSG00000139746,RBM26,rna binding motif protein 26,Q5T8P6,uniprot_swissprot,9606
uniprot:Q5VZF2,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2,Q5VZF2,uniprot_swissprot,9606
uniprot:Q96T25,ENSG00000139800,ZIC5,zic family zinc finger 5,Q96T25,uniprot_swissprot,9606
uniprot:Q7L211,ENSG00000139826,ABHD13,abhydrolase domain containing 13,Q7L211,uniprot_swissprot,9606
uniprot:Q9NX57,ENSG00000139832,RAB20,"rab20, member ras oncogene family",Q9NX57,uniprot_swissprot,9606
uniprot:Q13619,ENSG00000139842,CUL4A,cullin 4a,Q13619,uniprot_swissprot,9606
uniprot:P30872,ENSG00000139874,SSTR1,somatostatin receptor 1,P30872,uniprot_swissprot,9606
uniprot:P51513,ENSG00000139910,NOVA1,nova alternative splicing regulator 1,P51513,uniprot_swissprot,9606
uniprot:Q7Z553,ENSG00000139915,MDGA2,mam domain containing glycosylphosphatidylinositol anchor 2,Q7Z553,uniprot_swissprot,9606
uniprot:Q9HAT8,ENSG00000139946,PELI2,pellino e3 ubiquitin protein ligase family member 2,Q9HAT8,uniprot_swissprot,9606
uniprot:Q17RD7,ENSG00000139973,SYT16,synaptotagmin 16,Q17RD7,uniprot_swissprot,9606
uniprot:Q96NR8,ENSG00000139988,RDH12,retinol dehydrogenase 12,Q96NR8,uniprot_swissprot,9606
uniprot:Q96JK2,ENSG00000139990,DCAF5,ddb1 and cul4 associated factor 5,Q96JK2,uniprot_swissprot,9606
uniprot:Q92731,ENSG00000140009,ESR2,estrogen receptor 2,Q92731,uniprot_swissprot,9606
uniprot:Q8NCM2,ENSG00000140015,KCNH5,potassium voltage-gated channel subfamily h member 5,Q8NCM2,uniprot_swissprot,9606
