compound_candidate_member_id,compound_candidate_id,source_row_hash,source_compound_key,plant_id,canonical_plant_id,c_id,cas_id,metabolite,normalized_metabolite_name,normalized_metabolite_key,normalized_cas_id,normalized_cas_key,normalized_formula,normalized_formula_key,normalization_status,review_reason,chosen_pubchem_cid,chosen_chembl_id,chosen_inchi_key,chosen_smiles,member_enrichment_status,member_confidence
cmpcandm_124106307f41caf5,cmpcand_48a6d4e4a503f1a1,9bda72f5ec31fe9793380ec2004ffaba7478a0c4528fc0913ead89ff560a5091,a8ae2bab8a8cc0d36269d2aa7b97c2b82807e371cbe6392c1a8006f47e197793,126,e2fd167b-5007-5c8d-8437-43d5e9d869eb,C00003036,106-26-3,cis-Citral,cis-Citral,ciscitral,106-26-3,106263,C10H16O,c10h16o,ready,,643779,,WTEVQBCEXWBHNA-YFHOEESVSA-N,,conflict,0.9900
cmpcandm_51edd159875c2d74,cmpcand_48a6d4e4a503f1a1,9c152d955adb68de340f4bf239720e11cb8395761d074d244926f1278d5d24a8,f6b0d7cdff0e8633817dd646c2871ec4a09fddb0570be12e6b6f00b82b8097c6,158,f3a26e3e-8cf5-52bb-8fb9-74f887a6cd7a,C00003036,106-26-3,cis-Citral,cis-Citral,ciscitral,106-26-3,106263,C10H16O,c10h16o,ready,,643779,,WTEVQBCEXWBHNA-YFHOEESVSA-N,,conflict,0.9900
cmpcandm_3870e28dfe04ce07,cmpcand_48a6d4e4a503f1a1,c3f38f45804cfae9b19e113768757135e04e7ea327ee93893d2e4627456efa4f,8786c234f32cad5bc35a3eb33df19841b96d881354a0361bd460692d03998237,125,4e8f99ab-f088-5520-b1bb-41309509d188,C00003036,106-26-3,cis-Citral,cis-Citral,ciscitral,106-26-3,106263,C10H16O,c10h16o,ready,,643779,,WTEVQBCEXWBHNA-YFHOEESVSA-N,,conflict,0.9900
cmpcandm_801526ca0251f30f,cmpcand_48a6d4e4a503f1a1,c7d3373bf7438c37394703e55bb7ed6b5e3bba4eaec1215011a249a8ccfbcca6,4037b0f0286f4b0dacc6ee878ad42b7e314dc9c6a621339d1d5873e3e7aa52cd,397,7ee52f33-7a42-594b-b302-6547e6ec3605,C00003036,106-26-3,cis-Citral,cis-Citral,ciscitral,106-26-3,106263,C10H16O,c10h16o,ready,,643779,,WTEVQBCEXWBHNA-YFHOEESVSA-N,,conflict,0.9900
cmpcandm_0392d0c88d79bfbd,cmpcand_48a6d4e4a503f1a1,d991e3fd07a60ce2ba42c4f11eecba0dfe79408115f9475ef64cf38e40414b72,5ee24056cc3032d5fc2fb18d12b71a6453c8f7935d8d4c90be237fe111d8b8b9,310,10e0f3db-b4c4-5905-8698-f70b0bc2a5a6,C00003036,106-26-3,cis-Citral,cis-Citral,ciscitral,106-26-3,106263,C10H16O,c10h16o,ready,,643779,,WTEVQBCEXWBHNA-YFHOEESVSA-N,,conflict,0.9900
cmpcandm_0660077f8d63b808,cmpcand_c3a1255b49152e86,e78a0342e74f25ac127371f0f877e35bc12754279d7cb7baef29f1a2bd1b001f,e1e42f3e184debcf1be7867fbf9222583d090836bbf3c9e1986c93fcd7806c82,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00059059,106-27-4,Isoamyl butyrate,Isoamyl butyrate,isoamyl_butyrate,106-27-4,106274,C9H18O2,c9h18o2,ready,,7795,,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_016b733dc47bfff2,cmpcand_2902d2ced2399508,159fd0e5c20d557955b058a4de7ce9be4d401975a254907c543287ed1de37a89,42e746e1f81ed75488faf55de439bc9eaee95092d3f04bec655662e8cd187e2e,345,cfed09a3-069d-5efb-b082-9a7538b5b248,C00035092,106-28-5,trans-Farnesol,trans-Farnesol,transfarnesol,106-28-5,106285,C15H26O,c15h26o,ready,,,CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,conflict,0.9900
cmpcandm_5686d70257329416,cmpcand_2902d2ced2399508,44d90e87237ed03784319e0f213de1fbd68aa8b5a91e63a8e0c6ad83f18a2cdb,bbc333f8930cd038ec58000506b19619a94c0bc0aaf715ae4ce14f68558b5bee,414,b84d8af0-5c5a-5f21-954d-57b0f85c1ebb,C00035092,106-28-5,trans-Farnesol,trans-Farnesol,transfarnesol,106-28-5,106285,C15H26O,c15h26o,ready,,,CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,conflict,0.9900
cmpcandm_1a03908f41e4772c,cmpcand_2902d2ced2399508,cb864ea5ce536039d35c9c28ede53bd1b357a60b6ed982ecf2fa8f5ea05c18d8,86b1658f6986cb2269c9c4e7f93abee2a6d30569a093a0b646ddc8230bd36e95,126,e2fd167b-5007-5c8d-8437-43d5e9d869eb,C00035092,106-28-5,trans-Farnesol,trans-Farnesol,transfarnesol,106-28-5,106285,C15H26O,c15h26o,ready,,,CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,conflict,0.9900
cmpcandm_e892577235eded89,cmpcand_2902d2ced2399508,d789a42d2066f37f1aed7098882434a2f32e736edb30dfce0a120a7f1bb004fc,784fbe16a8d4bbcffb3eb5cd7366736090e8f1fa8ba118e7b3d768a721a8824d,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00035092,106-28-5,trans-Farnesol,trans-Farnesol,transfarnesol,106-28-5,106285,C15H26O,c15h26o,ready,,,CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,conflict,0.9900
cmpcandm_34e2bd8f88ed45ae,cmpcand_2902d2ced2399508,fcfb6f7ad34bab63d862d8ef9159bda4760eb4134cde52cb6eef8ba87b4c8e6a,012a2354c23a8de849a910b6936b72908dc58a0603d73c5b50d2cefa3cc5d85d,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00035092,106-28-5,trans-Farnesol,trans-Farnesol,transfarnesol,106-28-5,106285,C15H26O,c15h26o,ready,,,CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,conflict,0.9900
cmpcandm_6bc1d36c2ee296e3,cmpcand_7fe0f0a4c3b4c9f8,5fecc02ce1eef21f71e0293a9452a52d85f776282978793ab99c0ba27ec3e65e,fc6782525455550457c21a0e46b800ae9c3f6d5738b3f8c9fd8f0bd97a0541a8,165,bac11d3d-45c1-5f6b-93ee-b5b7d6658bc4,C00059060,106-29-6,Geranyl butyrate,Geranyl butyrate,geranyl_butyrate,106-29-6,106296,C14H24O2,c14h24o2,ready,,,CHEMBL3187344,ZSBOMYJPSRFZAL-JLHYYAGUSA-N,CCCC(=O)OC/C=C(\C)CCC=C(C)C,conflict,0.9900
cmpcandm_0317792ac89fa723,cmpcand_cd372a3f580313bb,9277cf5e0177a7916c8f168e7a9775d3063521024484f38eb5c79b4e44f7f041,47e3bfae83ef55ee80c357a397aae0a477ec6df73686558eb87706815b0b932c,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00052891,106-30-9,Ethyl heptanoate,Ethyl heptanoate,ethyl_heptanoate,106-30-9,106309,C9H18O2,c9h18o2,ready,,,CHEMBL3184220,TVQGDYNRXLTQAP-UHFFFAOYSA-N,CCCCCCC(=O)OCC,conflict,0.9900
cmpcandm_0638ee9a7c0efb5c,cmpcand_b8fa1d20da6e4e36,0bd5de99319bd7f01a289cab51614110eaf50e7d92eaa3eff014b0fac81e7d33,970e108da9d57afd2fd77abd6a189957251fc956b0a5d178b5b6b253f874d1b2,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_01fdfb4161ca2e0a,cmpcand_b8fa1d20da6e4e36,25c6f611b0bcffe634297a6493b3a475dda54b2323c8f444ff56961cbe5433a7,5b76c5391e323a2f63ae2436d7c5b4cc6521b1897722922b78b86d05d7b9a965,235,0187160f-7aa7-596a-bb72-ae602e1dfc96,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_c5028f1eab3fc0bb,cmpcand_b8fa1d20da6e4e36,32a960bd4d52a037355eb51a8f9a6d9e54710f0aae3fbe3dd80909722322abd8,22ad9751382e3b1b5a92897ae575c75f9a1160f85aca823016cd3603b9a280f6,138,b0a0c70f-340e-52bf-b3e5-69f51b35041a,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_740cfa2002889d7b,cmpcand_b8fa1d20da6e4e36,57b8c29700949cc9212dc73e5609708afd7c68e84853f52b63dd99e5ca12702a,a16fb8bc01ba803b6d94de7cc34e9f4395f4d220f88b0a339aa46ce3d6787633,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_ddaa1b673909c992,cmpcand_b8fa1d20da6e4e36,b27f9e304c97e8d4f033681e04e5a925db5944b85c1e9859089d97b91bd18634,f46a0a1e2f5751a7a91afcc140cf71ce44642284b968fdc1def6fc0816e27fb1,187,8619da7b-e7a2-581d-87f5-91a04ad2a5ea,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_483e3b4a9767439d,cmpcand_b8fa1d20da6e4e36,cf28c8ad816085ec86600719f463175076a78c24a2f6dc3f8b46df3751e1c40f,632d6b5de726765907d3d73302c7ee3cec61141e95fa11f3952a83266ff72327,44,d1033b03-538e-5d47-90cd-78bf85e65b59,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_9c01c9fdae4b3e57,cmpcand_b8fa1d20da6e4e36,ff5a5b1e12d094b2a9259eddfdeeabdeef5600fe39e7576bef039bd7769dd240,408bea4439bce2d4395c5f7bc1862b5ac754c21f4da67df43d50dfe3781465f1,414,b84d8af0-5c5a-5f21-954d-57b0f85c1ebb,C00035613,106-32-1,Ethyl octanoate,Ethyl octanoate,ethyl_octanoate,106-32-1,106321,C10H20O2,c10h20o2,ready,,7799,,YYZUSRORWSJGET-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_9bc6b7b4684d975b,cmpcand_656015946a748d3c,78138e049983f7fb74edc617c8befcf14cdccc88b69d12507a0cce7f1c3ac028,8d0b9ea448fb1e4072d475eef8711f8b6428a5a58637e6d2a93505d6ab5ef128,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00035615,106-33-2,Ethyl laurate,Ethyl laurate,ethyl_laurate,106-33-2,106332,C14H28O2,c14h28o2,ready,,,CHEMBL3187842,MMXKVMNBHPAILY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC,conflict,0.9900
cmpcandm_7f37d1df32c94d3a,cmpcand_656015946a748d3c,9b45f9c8d61372dd9a46ed234abd250482b07d181cf3fcf6c35ddcedf0bc7d7e,eaa1bf50009e19005a91f9e21bf93511e90525d9eb42f555b7ca16ade8488684,61,6ce361f3-5493-50d8-976f-54699df3da9c,C00035615,106-33-2,Ethyl laurate,Ethyl laurate,ethyl_laurate,106-33-2,106332,C14H28O2,c14h28o2,ready,,,CHEMBL3187842,MMXKVMNBHPAILY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC,conflict,0.9900
cmpcandm_c3801a35794c775e,cmpcand_656015946a748d3c,bf6d9bba14b8c72ae3094db954d11caf77f14b1cfaaf55714c5708eb85eb5e9d,76bf215791ce5edd31097758a685afff679d7f6de4a939d8083f2c4a3f6e6db1,235,0187160f-7aa7-596a-bb72-ae602e1dfc96,C00035615,106-33-2,Ethyl laurate,Ethyl laurate,ethyl_laurate,106-33-2,106332,C14H28O2,c14h28o2,ready,,,CHEMBL3187842,MMXKVMNBHPAILY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC,conflict,0.9900
cmpcandm_49cac6a028995318,cmpcand_656015946a748d3c,c4a4fe657a7a8e073cbe2c23c8dbeb25334174e4a3f10cc40a79396c685e934f,b50298a5e0b1b28b2724376db5888a3de458263e0f95c675a3b02e200b4ac8b2,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00035615,106-33-2,Ethyl laurate,Ethyl laurate,ethyl_laurate,106-33-2,106332,C14H28O2,c14h28o2,ready,,,CHEMBL3187842,MMXKVMNBHPAILY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC,conflict,0.9900
cmpcandm_dedfb7eb1845ceab,cmpcand_13c9b10266ffaf3e,52395331c3c2d1020159b594c997cfd4c013797ddee537f80f73de5847d27115,ee9f167cb3dd14aab6f0c4ebc38499f124cf1ea7237947fc670ecec58af29d2e,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00059061,106-36-5,Propyl propanoate,Propyl propanoate,propyl_propanoate,106-36-5,106365,C6H12O2,c6h12o2,ready,,7803,,MCSINKKTEDDPNK-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_631b85f54dafd6d6,cmpcand_13c9b10266ffaf3e,f9a0a96a45b90ccc53bd75f1f3cf60b9f2437e3fca449a5bcb0699b37ff99d3d,236b90ed00c1987662f657aea6671a232f59a5a562225a1cead3104998c568a6,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00059061,106-36-5,Propyl propanoate,Propyl propanoate,propyl_propanoate,106-36-5,106365,C6H12O2,c6h12o2,ready,,7803,,MCSINKKTEDDPNK-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_1d8651de16b10bce,cmpcand_7e00e7eaeaddf81c,9443a15a9fa1a4ae8d6eac373b110d011d75b050e356ed7df82b806138b84c4a,6cd3b4488a44271e1e47919cff36f75e69fff60a1eaf451fc3f3c428a5912e9a,91,f3c4a5dd-8030-5798-b24d-9f1c41a9d151,C00029929,1063877-20-2,Chakaflavonoside A,Chakaflavonoside A,chakaflavonoside_a,1063877-20-2,1063877202,C48H56O27,c48h56o27,ready,,157009822,,CIKCLUGAOKEOQY-BVVCZVLZSA-N,,matched,0.9900
cmpcandm_cfd48ccc305c6e10,cmpcand_0582e22af0441892,d1c8c7efd51a288939cc16f7c620b53e8d960a766da218e2b3604135705746ee,cd3fcaf07e1282e2be4036ff95c63384c7cde9ced7611ad65c1b64329d31caf4,131,731dfbce-b15e-50d2-b73f-8e1081d094b4,C00029989,1064078-32-5,Clauslactone R,Clauslactone R,clauslactone_r,1064078-32-5,1064078325,C20H20O7,c20h20o7,ready,,,CHEMBL123362,RJEKJGXVGKLMFE-UHFFFAOYSA-N,COc1ccc2c(c1)OC(c1cc(OC)c(OC)c(OC)c1)C(C(=O)O)=C2,conflict,0.9600
cmpcandm_df4b518b1d18ab10,cmpcand_f21406088aae819e,94c6e09c8ecc48c9b4309588232520e9fae4425943730fe616af2fc47a853521,ad6aa01ea42e2894dba9a0a157df21f16260a37af420650f0e3d8d34395a3d48,131,731dfbce-b15e-50d2-b73f-8e1081d094b4,C00029990,1064078-33-6,Clauslactone S,Clauslactone S,clauslactone_s,1064078-33-6,1064078336,C20H22O8,c20h22o8,ready,,,CHEMBL1159990,LNCLEGULBFWCRV-UHFFFAOYSA-N,CC(Cc1ccc(O)c(O)c1)(C(=O)O)C(C)(Cc1ccc(O)c(O)c1)C(=O)O,conflict,0.9600
cmpcandm_a7910149802e821d,cmpcand_e4bba3eed0442280,0080a3843b6c6133d411d4a10e851e558238a0857e0ed371f593704358251cf1,eeb13a37c550f844b7519cf3605c9c0ad029fac766c90a8da2ba37a5b58b5bee,131,731dfbce-b15e-50d2-b73f-8e1081d094b4,C00029991,1064078-34-7,Clauslactone T,Clauslactone T,clauslactone_t,1064078-34-7,1064078347,C19H18O7,c19h18o7,ready,,,CHEMBL122075,CEWHDEVAWUZGKB-ZSOIEALJSA-N,COc1ccc(/C=C2\Oc3cc(OC)c(OC)c(OC)c3C2=O)cc1O,conflict,0.9600
cmpcandm_9655cf30b67d2e2d,cmpcand_cb9708c2ea1724c7,41165a251097426d26c15884e2598a17c951573aa4661ce9bfb8c2dc1df4a844,64788028faf6ad97a0b94dd0e9c96a364cda390643901b692de3cdc7542ac977,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00059062,106-42-3,p-Xylene,p-Xylene,pxylene,106-42-3,106423,C8H10,c8h10,ready,,,CHEMBL31561,URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,conflict,0.9900
cmpcandm_035e5961aceee96b,cmpcand_cb9708c2ea1724c7,43e63469ba84a50187e01d30f881f4e2c669a4ea1e944833d1cc33912d9a679a,d0fddcdf579d522fcee1e03a4258fe7f0d98272effd2c8ca7c47e7e95e0adfce,235,0187160f-7aa7-596a-bb72-ae602e1dfc96,C00059062,106-42-3,p-Xylene,p-Xylene,pxylene,106-42-3,106423,C8H10,c8h10,ready,,,CHEMBL31561,URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,conflict,0.9900
cmpcandm_8616ea98ec79dcde,cmpcand_cb9708c2ea1724c7,c895e15868b101b3c75a7b616aec71856769b736af00715e18d908dd0b2a2039,e1d48a5d8c12da1d2c8f45391588adfb99ddb3d9b5301b7270322505c658c58f,353,021f486c-9a50-5cc2-ae22-bdb5f380427f,C00059062,106-42-3,p-Xylene,p-Xylene,pxylene,106-42-3,106423,C8H10,c8h10,ready,,,CHEMBL31561,URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,conflict,0.9900
cmpcandm_ee23085670d7f32e,cmpcand_1821edb2bef21471,1e0f506f09e72de12853ca9f619fa914f99deacac56ec7952550b5597fab8a46,531c440d0ba244d675efe37c816a90e33bf0d9c4645cf578fd2384310fbb9140,235,0187160f-7aa7-596a-bb72-ae602e1dfc96,C00030121,1064-34-2,Desoxymorellin,Desoxymorellin,desoxymorellin,1064-34-2,1064342,C33H38O6,c33h38o6,ready,,,CHEMBL3809306,VZQQLPACAVHZQT-JTMUNMDNSA-N,CC(C)=CCc1c2c(c(O)c3c1O[C@@]14C(=C[C@H]5CC1C(C)(C)O[C@]4(CC=C(C)C)C5=O)C3=O)C=CC(C)(C)O2,conflict,0.9900
cmpcandm_24bd10d96dd55b53,cmpcand_09dca22a49fd716f,6e6f79b61457d63eabf83c901389112f2b3283a64bb456d291bc9276a42d81d5,d8ab3770874b240858b9cbd3981fda0dd5e5263b5563592e752264d5e0ba8f34,395,9b600c0d-c81c-5ef5-8513-a56c9b80a832,C00002645,106-44-5,4-Methylphenol,4-Methylphenol,4methylphenol,106-44-5,106445,C7H8O,c7h8o,ready,,,CHEMBL16645,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,conflict,0.9900
cmpcandm_93e0ce806348d076,cmpcand_09dca22a49fd716f,7b6c5b3536f4219e5e29a0e54bc3dadfdb15b158a38d576dd1ce877de8668478,67186df798eeae9e0280969d4c4319ba323ce65dd586262a2d06c73650d3ee0a,353,021f486c-9a50-5cc2-ae22-bdb5f380427f,C00002645,106-44-5,4-Methylphenol,4-Methylphenol,4methylphenol,106-44-5,106445,C7H8O,c7h8o,ready,,,CHEMBL16645,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,conflict,0.9900
cmpcandm_349e5fcf3dc7ab21,cmpcand_09dca22a49fd716f,e268673fe3b7a60360a29293c1f27e0851816b908b897ef4edf119dbe5d20df4,c263c32b0cd990b4a9f5d3ca250b9648147ef87c9d4a7cc70a600e93faf78d40,138,b0a0c70f-340e-52bf-b3e5-69f51b35041a,C00002645,106-44-5,4-Methylphenol,4-Methylphenol,4methylphenol,106-44-5,106445,C7H8O,c7h8o,ready,,,CHEMBL16645,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,conflict,0.9900
cmpcandm_f2ca8c08af0add6c,cmpcand_09dca22a49fd716f,e7b89886d7a04dda14c00f4feb5b3e7bb78f9a158b406a3eefcf954784b03026,13485cb90a2787071c2ad2069ae8ebdb1c9aee712336d5623141ff6502eeab1b,444,0d5f6e9d-7447-5837-a4f1-44e4eb507a22,C00002645,106-44-5,4-Methylphenol,4-Methylphenol,4methylphenol,106-44-5,106445,C7H8O,c7h8o,ready,,,CHEMBL16645,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,conflict,0.9900
cmpcandm_8cbce262bb3ba0c0,cmpcand_a7529766eb476f95,70433c90c589bd32dc4b63d848a184486784f766858a2a0e7d50ef52143b0c88,95e720f0eae11da98648a215075f48ae971c9559d06d5b2b57715dd628a6d28a,61,6ce361f3-5493-50d8-976f-54699df3da9c,C00052895,106500-25-8,Deacetylazadirachtinol,Deacetylazadirachtinol,deacetylazadirachtinol,106500-25-8,106500258,C33H42O14,c33h42o14,ready,,,CHEMBL451665,USRBWQQLHKQWAV-ZGKQVQOISA-N,C/C=C(\C)C(=O)O[C@@H]1C[C@H](O)[C@]23CO[C@H](C(=O)OC)[C@H]2[C@](C)([C@]24O[C@@]2(C)[C@H]2C[C@@H]4O[C@@H]4OC=C[C@@]42O)[C@H](O)[C@@H]2OC[C@@]1(C(=O)OC)[C@H]23,conflict,0.9900
cmpcandm_066aa71778198f42,cmpcand_1cd1bafb1f92139d,88593df5eb43735b5d5c5128f0fd20eb54f9b4b925cc0758d708b0f38e9f42ff,4e0d8f6547d04f5a259545fa47cfe5e7eda62eb2a9f7824fd1f59422ab1a37fc,234,dce3b814-68cd-5df4-a8e0-83ff4a2abee4,C00023857,106518-61-0,(+)-Ganoderiol A,(+)-Ganoderiol A,ganoderiol_a,106518-61-0,106518610,C30H50O4,c30h50o4,ready,,100927467,,VMEFPSOTFFVAQJ-OBGNTNONSA-N,,conflict,0.9900
cmpcandm_e0f21c165469f9e6,cmpcand_241411498adf3623,bbb82922050d096c211ec8528120e6c2a3afe764d252c53f39af2d72cd0c3b8c,e18f08262cc3cf8595db3cf831d6b70ef1e09e59d58c9b2fd902b3d661c589bb,234,dce3b814-68cd-5df4-a8e0-83ff4a2abee4,C00023858,106518-62-1,Ganoderiol B,Ganoderiol B,ganoderiol_b,106518-62-1,106518621,C30H46O4,c30h46o4,ready,,471007,,SZCAPUAJXOKPIR-AHHFHQBHSA-N,,conflict,0.9900
cmpcandm_1ad77d13b6dd848c,cmpcand_c7b3d7b963b8fc78,3e38a6f63c1e1abfbd7af435c4776b12611a0112d87e30cc79f09f2c363e1c1e,713f65c67fd716fe1d35f579aa0e10a8b448d2b9a3aff1be593e98d4fcb9a233,234,dce3b814-68cd-5df4-a8e0-83ff4a2abee4,C00023867,106518-63-2,Ganodermanontriol,Ganodermanontriol,ganodermanontriol,106518-63-2,106518632,C30H48O4,c30h48o4,ready,,,CHEMBL1915763,KASALCUNLBTNAA-LIPCCPSCSA-N,C[C@H](CC[C@H](O)[C@](C)(O)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,conflict,0.9900
cmpcandm_a1890f2437120932,cmpcand_9b36ad056fa17e0f,584ce5f2a31891a3b0eb2c5d6c6c1ab6267d4c00397be330d9b54416a34b730c,605090390cb4e2ef5a5ace18cd8a2d5dc5ac93b178a66d5bdbfce1e0b5d3f381,83,,C00042325,106533-45-3,Caesalpin F,Caesalpin F,caesalpin_f,106533-45-3,106533453,C26H36O9,c26h36o9,review,unresolved_plant_mapping,,CHEMBL1088451,KBKLBYIJUCULTB-UMPBZRBBSA-N,C=C1C[C@@H](O)[C@@H](O)C(=C)CC[C@@H]2C([C@@H](OC(C)=O)[C@H](C=C(C)C)OC(C)=O)=CO[C@H](OC(C)=O)[C@@H]12,conflict,0.9600
cmpcandm_515a6f3a63f00e18,cmpcand_d98e2fab768f2bb2,21121775253719f96e8ea5b6499cb44e8407425c40396c9ea74e921ddb4508d1,e2b3e536a636999768099895ea3fbd017d36a209254ec506e9a67c7ca789d945,83,,C00029448,106533-48-6,2-Acetoxycaesaldekarin e,2-Acetoxycaesaldekarin e,2acetoxycaesaldekarin_e,106533-48-6,106533486,C26H32O8,c26h32o8,review,unresolved_plant_mapping,,CHEMBL141805,JEGCPDDRRGXOFD-AVFQRREESA-N,C[C@]12C=C(C3OCCO3)C(=O)C=C1CCC1C2C(=O)C[C@@]2(C)C1CC[C@@]21OCOC12COCO2,conflict,0.9600
cmpcandm_392f5aea0d810793,cmpcand_a32e2f93f710a200,7a5c4f690e63d285ada33810bed6e9ef476d183e3f6b5315f4d05d28f002a54b,c6b8ebe298c7f5abd40b3d48dde099cb17810b7876f9c5f99dd066d5c6e4ac5f,91,f3c4a5dd-8030-5798-b24d-9f1c41a9d151,C00009207,106533-60-2,3-O-Galloylepicatechin-(4beta->6)-epicatechin-3-O-gallate,3-O-Galloylepicatechin-(4beta->6)-epicatechin-3-O-gallate,3ogalloylepicatechin4beta6epicatechin3ogallate,106533-60-2,106533602,C44H34O20,c44h34o20,ready,,3086518,,LFBGVECYPPCVDS-QNPRKUGLSA-N,,conflict,0.9900
cmpcandm_50d3c2e4177df6e2,cmpcand_cc12916c8ca06bb9,ffa7e51670ea4dcbb6702e78a203e8825aef4ec1f6bcf61aaecc8664fb2a7168,e08b8586f3829fcedc8427e6023fde82c83ea38299679edf4fc11d3290edd84a,353,021f486c-9a50-5cc2-ae22-bdb5f380427f,C00059077,106552-51-6,N-Propylnornicotine,N-Propylnornicotine,npropylnornicotine,106552-51-6,106552516,C12H18N2,c12h18n2,ready,,184676,,ISVARSJFNQPNRD-LBPRGKRZSA-N,,conflict,0.9900
cmpcandm_c3a069aec53a461a,cmpcand_db4b4fcd2a38313e,184e315d963c675f755278c39292b2635f03f68a0fcab2c13d4d1b0625794f2a,783d966b90c73935a02d33e50f10a836ec931e067f96af828a7e0a64871e754b,244,3201baaf-b192-5961-90f7-0fce9a80b844,C00059078,106593-04-8,"3,4,3',4'-Tetrahydroxychalcone","3,4,3',4'-Tetrahydroxychalcone",3434tetrahydroxychalcone,106593-04-8,106593048,C15H12O5,c15h12o5,ready,,,CHEMBL209856,UQGVUYNHDKMLSE-UHFFFAOYSA-N,O=C1c2c(O)cc(O)cc2OCC1c1ccc(O)cc1,conflict,0.9600
cmpcandm_6991842b99bac25e,cmpcand_aae4d5f179542142,e204a785ea0bea536771e462628282fa040952591e92688f766e19bb5f281b7d,c403613c1a8a4be8b0f4d99c7fd0fa5fb8270c0e7c6d271811043ccb4fb2cd47,385,dfbae356-a5e3-5106-91d5-ddd248dda4b5,C00007378,106-60-5,5-Aminolevulinic acid,5-Aminolevulinic acid,5aminolevulinic_acid,106-60-5,106605,C5H9NO3,c5h9no3,ready,,,CHEMBL601,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,NCC(=O)CCC(=O)O,conflict,0.9900
