compound_candidate_member_id,compound_candidate_id,source_row_hash,source_compound_key,plant_id,canonical_plant_id,c_id,cas_id,metabolite,normalized_metabolite_name,normalized_metabolite_key,normalized_cas_id,normalized_cas_key,normalized_formula,normalized_formula_key,normalization_status,review_reason,chosen_pubchem_cid,chosen_chembl_id,chosen_inchi_key,chosen_smiles,member_enrichment_status,member_confidence
cmpcandm_46f082228ec568d3,cmpcand_d415a321c70f3672,55f64093b79d97fbd2e3de0cfc695611953682b7867fe1d602ef44955dee8076,18cef5b7985119eea2719189f8ed5789b56138a342de51c50d1470c52911a511,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00053667,630-07-9,Pentatriacontane,Pentatriacontane,pentatriacontane,630-07-9,630079,C35H72,c35h72,ready,,12413,,VHQQPFLOGSTQPC-UHFFFAOYSA-N,,matched,0.9900
cmpcandm_f8b9a910fd86bb84,cmpcand_c9b98932299b7c22,ad99742ce8bbd0b6e01d5a16c732068aced2f2aca4dbfb70f92668cf9dccbcc2,3c24a8dccdd79f1f3a5f879b2f118048fcfdc9b5cb87fff6e8ba156ebfbb57c9,533,6a811452-0eb3-5bdf-8f21-fb79b6b73361,C00058155,6302-60-9,Zingerone methyl ether,Zingerone methyl ether,zingerone_methyl_ether,6302-60-9,6302609,C12H16O3,c12h16o3,ready,,,CHEMBL3884202,RVTJUTXCUYSHAZ-UHFFFAOYSA-N,COc1ccc(CCC(C)=O)cc1OC,conflict,0.9900
cmpcandm_e6c4e5d7f26e8ae7,cmpcand_f803c66e28771d9c,ee84d41f1a00364d3e83077286f3e55783a1577d16f97c372f1c0f7086b9f0b2,0f4804f9aaead7c6cf98f0579840d1836fa8190fee2f8ffc0812d1eb2ee95168,44,d1033b03-538e-5d47-90cd-78bf85e65b59,C00031368,63038-10-8,Senkyunolide A,Senkyunolide A,senkyunolide_a,63038-10-8,63038108,C12H16O2,c12h16o2,ready,,3085257,,ZPIKVDODKLJKIN-NSHDSACASA-N,,conflict,0.9900
cmpcandm_b0b78d07d06e8f37,cmpcand_28af9f35cc61dd7e,0725328e987be7ed5ef61f83583ab10f2372db2abd73d1681e9689c3835229b0,75d3b2a6f4d3c45ffa0f18cad94d1afcbbd20eee9e9b8d03dd0f1638b6507916,365,384a8fa5-2563-55d9-92d8-bf83d7683747,C00062529,63109-18-2,"(3beta,4alpha,5alpha,22E)-4-Methyl-ergosta-7,22-dien-3-ol","(3beta,4alpha,5alpha,22E)-4-Methyl-ergosta-7,22-dien-3-ol",3beta4alpha5alpha22e4methylergosta722dien3ol,63109-18-2,63109182,C29H48O,c29h48o,ready,,,CHEMBL1568947,HCXVJBMSMIARIN-QCOMQIEDSA-N,CCC(/C=C/C(C)C1CCC2C3CC=C4CC(O)CC[C@@]4(C)C3CC[C@@]12C)C(C)C,conflict,0.9600
cmpcandm_d639d83da49b8309,cmpcand_0c18e1780f98e94d,8a7c4929f2fb393aa592a46709d2f54a22f6217d248312a30642890ca967c16d,37b3bccaf3926dcc05848c7dc1f56b2896427a755c9035fd7e226ee50b71e6fc,254,7dfad6a0-2853-5338-8754-f6fd7988441c,C00058156,63142-47-2,"12,14-Tritriacontanedione","12,14-Tritriacontanedione",1214tritriacontanedione,63142-47-2,63142472,C33H64O2,c33h64o2,ready,,71373292,,IXYSMBBIFVNPAB-UHFFFAOYSA-N,,matched,0.9900
cmpcandm_2d54f728b6f1dd8b,cmpcand_d0983b790ab4af3a,5e76d1da0d658e2fb531c1f7c9cd4e2a54ceb60ea6a108d1597ef14031fb8cf3,441336cbb4b34fada151e34ae4b9cae0a788a9bc76caf65dba0fcf90919e411f,366,6694cd48-83fb-5b92-8cf3-9c48441702b5,C00062531,63163-01-9,Linolenoyl lysolecithin,Linolenoyl lysolecithin,linolenoyl_lysolecithin,63163-01-9,63163019,C26H48NO7P,c26h48no7p,ready,,,CHEMBL20282,QJQUHKJNZZIVDW-UHFFFAOYSA-N,COC(COCCCCCCCCCCC(O)c1ccccc1)COP(=O)([O-])OCC[N+](C)(C)C,matched,0.9600
cmpcandm_baf09c49e3881fd9,cmpcand_397a606479e49f85,ea93a87f5eb0d42c4a5e2f178568bebe4dfea08f296b742e322810b50f1774e9,21e7f643639d50f6d47a414ca22df0af3f601269ecc23008e6aca3c96f27694e,343,12e10725-0fd3-505a-9fe2-75a96247a29c,C00062532,6318-20-3,"4-Acetoxy-3,5-dimethoxybenzoic acid","4-Acetoxy-3,5-dimethoxybenzoic acid",4acetoxy35dimethoxybenzoic_acid,6318-20-3,6318203,C11H12O6,c11h12o6,ready,,225680,,VEJHIZHVFWVWRQ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_35a9798bde81fd9d,cmpcand_56f5026dbed6a7ae,a1d14dd759801d8694a3d82e09f7670425eb688fab2cdc3ca433045cd428700f,a1179796eace88459f7a6c06bb129dfbdd3158ddb780681760381b2883cad43e,61,6ce361f3-5493-50d8-976f-54699df3da9c,C00052140,632-15-5,"3,4-Dimethyl thiophene","3,4-Dimethyl thiophene",34dimethyl_thiophene,632-15-5,632155,C6H8S,c6h8s,ready,,79089,,GPSFYJDZKSRMKZ-UHFFFAOYSA-N,,matched,0.9900
cmpcandm_ff16ff70834bce28,cmpcand_56f5026dbed6a7ae,ba539ac2cab7727f755ef112d761cef775dcf7c94da6e7fa29afea9fb6f6822f,1404065b2c182b9198ac9989ea84640920dfa2e9b33fcf2e616dd3219078edd5,20,598ec78f-d280-5fcc-b8bb-c2acc0957374,C00052140,632-15-5,"3,4-Dimethyl thiophene","3,4-Dimethyl thiophene",34dimethyl_thiophene,632-15-5,632155,C6H8S,c6h8s,ready,,79089,,GPSFYJDZKSRMKZ-UHFFFAOYSA-N,,matched,0.9900
cmpcandm_cac2ca3644fdf8e0,cmpcand_dfdb4e40fec0bc8b,9c9ce121d001ac08e522723b8ac3f77810f0cabe2e397bc22eb1a1b0df33b8e8,75c6a406c2a5a0fe3355692a06d1241322fcbc8328a552f99cc83c3d8bd547c2,303,b7960d0e-3148-54e8-aff0-a567bd9e6aba,C00064454,632337-75-8,Lawsonadeem,Lawsonadeem,lawsonadeem,632337-75-8,632337758,C22H12O6,c22h12o6,ready,,,CHEMBL383237,OCXJRPOTYTVZID-UHFFFAOYSA-N,COC(=O)c1c(O)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,matched,0.9600
cmpcandm_173bbe4522eae69d,cmpcand_d27e542a2574b042,dac9d43be4358ef0f23f0b68bc6536041f3e11a3c30f1df0b8670998689034d9,e5efb0ce851685107cfa7feabddfa1ddae10901695b218a8d8f32d17ea47f375,234,dce3b814-68cd-5df4-a8e0-83ff4a2abee4,C00062527,63-25-2,Carbaryl,Carbaryl,carbaryl,63-25-2,63252,C12H11NO2,c12h11no2,ready,,,CHEMBL46917,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CNC(=O)Oc1cccc2ccccc12,conflict,0.9900
cmpcandm_151672d7db174cf2,cmpcand_278bc427ad740124,48a42c9da77deae1db91525d381a389137b205adc467098ce8646424f15e1360,269d9d3de05f2cc22b29439c4cbc7e80c2c5a6ca0a10f3680d9240b0def3793e,431,0763450f-c107-54d8-97c7-7208bf30e774,C00001111,632-85-9,Wogonin,Wogonin,wogonin,632-85-9,632859,C16H12O5,c16h12o5,ready,,,CHEMBL16171,XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,conflict,0.9900
cmpcandm_17177e00be9a9fef,cmpcand_278bc427ad740124,4d25c21438ce96bd312d5d043c7d70cba1a6a32caa13ed6e4a9c454b5df280bd,383b2b374e875236c08ba8b260456cfef9c7c38ca001c99ae4a74a7069d63372,450,699f9cd1-c9d0-503a-9ec8-eeeb1fcc31a1,C00001111,632-85-9,Wogonin,Wogonin,wogonin,632-85-9,632859,C16H12O5,c16h12o5,ready,,,CHEMBL16171,XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,conflict,0.9900
cmpcandm_7e1342f9e6cb0c29,cmpcand_ea1d2857b53cf5c4,df3060ff828d832a23f26d6ce171b7a720de5775ae0f4e17559ec24279537e4a,79bd7c81f3051dd6f45c06bd96e9d60d0d5f729f12023a60768a6f3953c83986,414,b84d8af0-5c5a-5f21-954d-57b0f85c1ebb,C00037357,63303-42-4,Jacoumaric acid,Jacoumaric acid,jacoumaric_acid,63303-42-4,63303424,C39H54O6,c39h54o6,ready,,,CHEMBL507062,FEVUQLLYZLSRLB-SVRRIJHPSA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)/C=C/c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,conflict,0.9900
cmpcandm_32ba920373642e4f,cmpcand_99bed4e32c29e3ff,1bba7ce0e8b2d64a519daca575080811067448b8d9e796b60d59d112102a01ea,881bf97ad72e1dab3b1dbbf5c67af7eb554507c0e208caa198e5cb1bc393bd95,81,47068472-28d1-594c-92b7-9bd7d8eddb2c,C00003703,63306-30-9,Bruceoside A,Bruceoside A,bruceoside_a,63306-30-9,63306309,C32H42O16,c32h42o16,ready,,,CHEMBL504960,AKSGLPBROCFVSE-TUHDNREHSA-N,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)[C@@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24,conflict,0.9900
cmpcandm_d6ec552f6e723dc4,cmpcand_fc24305d6360f8c8,3d9c5caa12737133a27be7b3c69a0056cbf16c0a747a1a5729300d96afc2bec6,4bc7b9034c699b5aade1833562283f20ae3ae22879b77d33b1088058ca3b93fc,244,3201baaf-b192-5961-90f7-0fce9a80b844,C00009655,63343-94-2,Edudiol,Edudiol,edudiol,63343-94-2,63343942,C21H22O5,c21h22o5,ready,,70698091,,HCBAFFVITJAXJE-YCRPNKLZSA-N,,conflict,0.9900
cmpcandm_a9bad9a4bf8ac289,cmpcand_fe6e8f6bf42f5c3e,2b74c68a488ac827258d2617c0c7a597adac80a14700b9c41273e3cc80169509,371e120757bf1ad7725a1f198d2c633bc29d43d2d1c2804fd88a9e05c655543b,385,dfbae356-a5e3-5106-91d5-ddd248dda4b5,C00050422,63-37-6,5'-CMP,5'-CMP,5cmp,63-37-6,63376,C9H14N3O8P,c9h14n3o8p,ready,,,CHEMBL307679,IERHLVCPSMICTF-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,conflict,0.9900
cmpcandm_daa928e5251e417b,cmpcand_fe6e8f6bf42f5c3e,a4a9b79e22f2f1285ea82efdd8a096b50213dbeaa5bab875b037a3cd97bbf2e0,1fd480a36fa495fbc40d3ab4484904058ff84e58174664dbcb149578f88f92fd,365,384a8fa5-2563-55d9-92d8-bf83d7683747,C00050422,63-37-6,5'-CMP,5'-CMP,5cmp,63-37-6,63376,C9H14N3O8P,c9h14n3o8p,ready,,,CHEMBL307679,IERHLVCPSMICTF-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,conflict,0.9900
cmpcandm_c51b0134669e3c03,cmpcand_fe6e8f6bf42f5c3e,be650d0df295192597d2f1f46b1bc1e2e9ddd27ba290d0e11145cef01d5f8c03,cbce8fecaab6e57f69c18e8c5140c09ff03d29e463a790966692d40b4c0957a8,242,08d62596-c5d1-5a2e-91ea-e210c5235e5a,C00050422,63-37-6,5'-CMP,5'-CMP,5cmp,63-37-6,63376,C9H14N3O8P,c9h14n3o8p,ready,,,CHEMBL307679,IERHLVCPSMICTF-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,conflict,0.9900
cmpcandm_3d05c58aa35fe787,cmpcand_20eb1bb4027de638,0138d76ad977f33005e8cfdd44de506893b4e4a03f0447e5660f563ab4b915ff,9589cf2b591ef83090d6a36cd77b804f8c41c04bece936c262c425afee2a2e38,365,384a8fa5-2563-55d9-92d8-bf83d7683747,C00050434,63-38-7,CDP,CDP,cdp,63-38-7,63387,C9H15N3O11P2,c9h15n3o11p2,ready,,,CHEMBL425252,ZWIADYZPOWUWEW-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,conflict,0.9900
cmpcandm_32988bb191d46eaf,cmpcand_9a4318f3941614cd,8fe0f11acc953dccfe66cc27fe11478ac71a533e99430a5f1346a0ddf6964ec9,5e9e9e88024cc377fafa3c9c873eea702a3665d345d21ffdd547178e40f65bb8,385,dfbae356-a5e3-5106-91d5-ddd248dda4b5,C00050500,63-39-8,UTP,UTP,utp,63-39-8,63398,C9H15N2O15P3,c9h15n2o15p3,ready,,,CHEMBL336296,PGAVKCOVUIYSFO-XVFCMESISA-N,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,conflict,0.9900
cmpcandm_cf3298834d4eafed,cmpcand_348346033fb8382c,bdb304644e41adc21d0efd03df499f031e8ce3beeadb15306a58d7031b88bf08,abc9c21692ff38136a3adababc491fb58759e49331f93485586137cb3a40a17a,254,7dfad6a0-2853-5338-8754-f6fd7988441c,C00054443,63409-16-5,N-(4-Amino-1-carboxybutyl)glutamic acid,N-(4-Amino-1-carboxybutyl)glutamic acid,n4amino1carboxybutylglutamic_acid,63409-16-5,63409165,C10H18N2O6,c10h18n2o6,ready,,4474580,,UXZAXFPFSQRZOZ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_4aa5b1fda0484b6a,cmpcand_c44d29d7e7013d31,2e421cb7f28b7a2084476e3d21fceda8b5c853a725620c0e27e7f79367f2de2d,3bf78c26bd07999828d9eb448785c73eb0137efe71e2639ae411b7a8f29e84fa,103,da5da99d-7f62-5242-a5fd-afb5ec6d2975,C00006930,6342-92-3,"2',5'-Dihydroxy-4-methoxychalcone","2',5'-Dihydroxy-4-methoxychalcone",25dihydroxy4methoxychalcone,6342-92-3,6342923,C16H14O4,c16h14o4,ready,,5355888,,FUQGIYDZGLORRC-XBXARRHUSA-N,,conflict,0.9900
cmpcandm_5d66b981a4c00815,cmpcand_8f48fcb3be033864,0a714a57bea11b59c656102fa71de47c308e4063b98c0e0330e0afdeeb9524e7,8653cb60e28df4de16621f4f47797744b66dd82f44d88a2a03a179fa4d0235ea,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00062538,63429-28-7,beta-Methylionone,beta-Methylionone,betamethylionone,63429-28-7,63429287,C14H22O,c14h22o,ready,,5375218,,LMWNGLDCJDIIBR-CMDGGOBGSA-N,,conflict,0.9900
cmpcandm_e0fb36b9f1c681f5,cmpcand_68ff8cb498ef8528,0b79496a344cfd78ba764f387aa4533d6fe6e4bcbf8ea3ddaf6f86d60b4375fd,f5062e890eddaee52145e0077edd4844c8b692be76b30d2df53c4e7b5f50a0cf,44,d1033b03-538e-5d47-90cd-78bf85e65b59,C00058867,6347-01-9,D-Fructopyranose,D-Fructopyranose,dfructopyranose,6347-01-9,6347019,C6H12O6,c6h12o6,ready,,,CHEMBL23954,LKDRXBCSQODPBY-UHFFFAOYSA-N,OCC1(O)OCC(O)C(O)C1O,conflict,0.9900
cmpcandm_c0095822b1ee539f,cmpcand_827aa681c4dca0ab,2882912fbcea3692cea6497cd7e8491d68c1006ab4bf54ae6c4a5010601c9612,a532e4a3b50eef73504a0bd2b593c521cb99495c98864b56394f21ac0239a374,164,cba6c5c3-2c6c-5aec-94e9-fdab46eadc46,C00025295,63527-13-9,beta-Cyclanoline,beta-Cyclanoline,betacyclanoline,63527-13-9,63527139,C20H24NO4,c20h24no4,ready,,,CHEMBL1185088,AQNSTJUVKAUYLL-AWEZNQCLSA-O,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CC[N+]1(C)C,conflict,0.9600
cmpcandm_0be3d277e16ca779,cmpcand_827aa681c4dca0ab,82c36016043412a1b65602bab1642160ee82d70553db28632e1e832fab12a2d2,b114faacb1de943885556738c73e09b98c9f0171041232a69d77911d5f490c16,123,49867f51-dd80-51c0-98ed-db93c19f61ff,C00025295,63527-13-9,beta-Cyclanoline,beta-Cyclanoline,betacyclanoline,63527-13-9,63527139,C20H24NO4,c20h24no4,ready,,,CHEMBL1185088,AQNSTJUVKAUYLL-AWEZNQCLSA-O,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CC[N+]1(C)C,conflict,0.9600
cmpcandm_b273edd1638830af,cmpcand_32527d407f423818,1fc6b27206761efa639170e090307bbb47aed90084402c0b5c0d4c1f20c50eb0,60e4c213bfa9f52bcbf039a229b2a09fb2251f1e47c7d3aceb22c970b3665be9,85,f580fbea-c00f-5e4e-be19-3ba6641cb1fa,C00006928,63529-06-6,Isoliquiritigenin 4'-methyl ether,Isoliquiritigenin 4'-methyl ether,isoliquiritigenin_4methyl_ether,63529-06-6,63529066,C16H14O4,c16h14o4,ready,,6537040,,MOESXQFGHNEYAH-RUDMXATFSA-N,,conflict,0.9900
cmpcandm_e597db552cc9fa62,cmpcand_4e76e4f8e731423a,ac7742cfdfcc74aa3c94d10f7ecde9e98afe14e8d142e2176316fea379a79443,b4839446282b8d4ff18e88c0d2c0c5983f1b7763dd5045c57926451dfcd71949,345,cfed09a3-069d-5efb-b082-9a7538b5b248,C00003960,63529-08-8,"5,3'-Dihydroxy-7,8,4',5'-tetramethoxyflavone","5,3'-Dihydroxy-7,8,4',5'-tetramethoxyflavone",53dihydroxy7845tetramethoxyflavone,63529-08-8,63529088,C19H18O8,c19h18o8,ready,,44258624,,UXCXGTLNNWIBBM-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_843adb70f5f124ec,cmpcand_3f02ce407154d908,c49b1ef44160b2d80ec7c3df33a13d06d8a11763f60010bd696b178cc6d5fca7,0a7625b57822df34ef75d867b15086310516a0fd5470dcd37332ed3d7ad579f7,533,6a811452-0eb3-5bdf-8f21-fb79b6b73361,C00062540,63535-17-1,Cyanidin 3-sambioside,Cyanidin 3-sambioside,cyanidin_3sambioside,63535-17-1,63535171,C26H29O15,c26h29o15,ready,,6602304,,ZPPQIOUITZSYAO-AOBOYTTNSA-O,,conflict,0.9900
cmpcandm_1fcc6dcad7dba876,cmpcand_4b144c5cd846d3f8,cd4f2a68a81dd0e9f080af2d72323068220009499e1acda2ef4273504b60b962,5dda8aef2988a56c9b717de8f8d76ed84b04ec1a006938959bc72fc26de628b1,365,384a8fa5-2563-55d9-92d8-bf83d7683747,C00062539,635-51-8,Phenylsuccinic acid,Phenylsuccinic acid,phenylsuccinic_acid,635-51-8,635518,C10H10O4,c10h10o4,ready,,,CHEMBL76085,LVFFZQQWIZURIO-UHFFFAOYSA-N,O=C(O)CC(C(=O)O)c1ccccc1,conflict,0.9900
cmpcandm_72b90353badaec8f,cmpcand_ae3c9aa71c0052cc,de3a00dc5f4d265f5a2af244028c193f9241dbb026f6a8ae7b1c7adee00cdc8b,8414f8c09fd3eb0256461de927ae7ebefdd62c1c40e43367a69c4a8538909821,418,597cf274-1fec-5e5e-b246-f6dac07ff42c,C00029828,635-65-4,Bilirubin,Bilirubin,bilirubin,635-65-4,635654,C33H36N4O6,c33h36n4o6,ready,,,CHEMBL501680,BPYKTIZUTYGOLE-IFADSCNNSA-N,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,conflict,0.9900
cmpcandm_53a61568785cb217,cmpcand_ae3c9aa71c0052cc,f9690fa483a0e979df6d8a3561f03e212f58c8904782b38ab6f500e702bed580,e7a5b9bb06a674811ffdb3f948ee08ac224283ea37d5c3c9d9b995b3f416e698,366,6694cd48-83fb-5b92-8cf3-9c48441702b5,C00029828,635-65-4,Bilirubin,Bilirubin,bilirubin,635-65-4,635654,C33H36N4O6,c33h36n4o6,ready,,,CHEMBL501680,BPYKTIZUTYGOLE-IFADSCNNSA-N,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,conflict,0.9900
cmpcandm_850532784ca14a10,cmpcand_deb2065a4f6a038a,75bf321d13e80bba26a521f4b08d7d96950c7036ed8054e236aeb9abcb3ac04f,5f1201f47f057ccd7bb0a965e23fe5ab2c7de0b664d6381417696da59f6bca67,254,7dfad6a0-2853-5338-8754-f6fd7988441c,C00062541,635728-96-0,14-Hydroxyparthenolide,14-Hydroxyparthenolide,14hydroxyparthenolide,635728-96-0,635728960,C15H20O4,c15h20o4,ready,,,CHEMBL273935,OKSXSYMMNNMZQZ-UHFFFAOYSA-N,CCOC(=O)C1(CCCc2ccc(OC)cc2)CO1,conflict,0.9600
cmpcandm_43f5c6ae1939c172,cmpcand_575c1792a25cfe24,e60b96ed96fb87ceb1c0a89985213485115f2dd9a61755ebf3999ac204b100a2,2e801ac1deec84e340975081389bcd258f1dadef6b589237acd109f9b816b055,47,1b5fd7ac-4941-56c4-af2f-d6735f37c9e6,C00044166,635751-83-6,Ethyl N-methylpiperidine-3-carboxylate,Ethyl N-methylpiperidine-3-carboxylate,ethyl_nmethylpiperidine3carboxylate,635751-83-6,635751836,C27H32F3N5O5S,c27h32f3n5o5s,ready,,,CHEMBL1944776,FVIPKDVNUOEKRA-ZWCUEREDSA-N,N[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)N2CCC2)C[C@@H]1CS(=O)(=O)c1ccccc1,conflict,0.9600
cmpcandm_ba6c9376e6fdf2da,cmpcand_2c5a90586c88fab7,63f33e1c9a7059a8e2c238130b9d618eb84f0cb781c7046a9101163aafede94d,2182134ca110556dd7b2e675cf53fc7955ccec6048893ebb87c31dc88810500f,533,6a811452-0eb3-5bdf-8f21-fb79b6b73361,C00062542,636-32-8,"1,2,4,5-Benzenetetraol","1,2,4,5-Benzenetetraol",1245benzenetetraol,636-32-8,636328,C6H6O4,c6h6o4,ready,,69464,,UYQMSQMCIYSXOW-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_9309698652fb8ddc,cmpcand_68144cfe68a35a41,b3a9612b53c53715d17455c33324fa0baf52a2ff46c2b9509efc90096b023b11,9c729569363d5b28de104eef7c16ae626cf4d71d85e1d6ebd87ed1bf596a6721,340,1024dd44-90dc-51ce-a131-07032689a3dc,C00064455,6363-86-6,2-Formylanthraquinone,2-Formylanthraquinone,2formylanthraquinone,6363-86-6,6363866,C15H8O3,c15h8o3,ready,,344310,,XBWFYFHSIFEXMY-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_521dd78c5aae04ad,cmpcand_a95f1fb2140ca69c,777eb93d0bd1c10f9b04f927859af3043ae4f9135a052743a6fead54e21e0050,9b20e1c621fd0c81f1e7b9773bc7554ae992f1be17e542f8a791ea911c6a9b86,138,b0a0c70f-340e-52bf-b3e5-69f51b35041a,C00052647,636-41-9,2-Methylpyrrole,2-Methylpyrrole,2methylpyrrole,636-41-9,636419,C5H7N,c5h7n,ready,,12489,,TVCXVUHHCUYLGX-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_591afa4ca710d483,cmpcand_373b7efc0c130f0d,a29c5332ba90410ad75786fda2007a50eae91c2d47ce56c233569ca7c7b2589f,08cfbc1ef5e10745ae15c171fe04d5563479f779dcaabeb4a57aa05a7e4bdef1,426,7be87475-a2e9-515c-a7dc-e445c191f31c,C00051784,63661-74-5,Cathenamine,Cathenamine,cathenamine,63661-74-5,63661745,C21H22N2O3,c21h22n2o3,ready,,,CHEMBL276308,GLAUMTZDPSIAGG-XJTZBENFSA-N,COC(=O)C1=CO[C@@H](C)[C@H]2C=[N+]3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,conflict,0.9900
cmpcandm_1f3e2e494e01b031,cmpcand_373b7efc0c130f0d,c3e3860081eaedf4f4a7f0047612897deb89987c5f13a7bceac9457cb81e5896,7eeabf808d7b3c272d30531f38eff6d9167c2c3c01026c050606635579465c7c,110,82633059-85b7-5cd5-a16a-442a54ac58fb,C00051784,63661-74-5,Cathenamine,Cathenamine,cathenamine,63661-74-5,63661745,C21H22N2O3,c21h22n2o3,ready,,,CHEMBL276308,GLAUMTZDPSIAGG-XJTZBENFSA-N,COC(=O)C1=CO[C@@H](C)[C@H]2C=[N+]3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,conflict,0.9900
cmpcandm_dfbca3b5d8fc06f5,cmpcand_59e42a05557e9468,1a5bd12a95b286d6d82f663a87014842ada951b93487a5da9c516b398e986807,4f868d314bc3bb093f5ebb48facd9742784295bab2d1b7ffea4f806b38b569be,239,d95dc1a7-a51a-5e58-a778-0a4890fc7f2f,C00001379,63-68-3,L-Methionine,L-Methionine,lmethionine,63-68-3,63683,C5H11NO2S,c5h11no2s,ready,,,CHEMBL42336,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@H](N)C(=O)O,conflict,0.9900
cmpcandm_ba7b8ab666e73e68,cmpcand_59e42a05557e9468,3e0cd11bcfbecb7fb8505a835d1d52d5928da26aa31d9187d207faf864d7f994,345e593d08c16c30b22d1923d8656a9bab5f026bbaa28ad26f4a6488a0a4dabd,96,c477b8f8-e78f-5e79-a309-76b5966d0a24,C00001379,63-68-3,L-Methionine,L-Methionine,lmethionine,63-68-3,63683,C5H11NO2S,c5h11no2s,ready,,,CHEMBL42336,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@H](N)C(=O)O,conflict,0.9900
cmpcandm_7f7cd799194eca97,cmpcand_59e42a05557e9468,79c1e2382760f5130c2a914150a1d5991dc71a90f74efeea9d98c135104e90ac,6dabe6c2638479d99e6dce03746d94c59a5bb482ba4ccb87b3c812ca327fe495,80,2a2bb525-2b32-5550-a721-51d0ea347405,C00001379,63-68-3,L-Methionine,L-Methionine,lmethionine,63-68-3,63683,C5H11NO2S,c5h11no2s,ready,,,CHEMBL42336,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@H](N)C(=O)O,conflict,0.9900
cmpcandm_16f07e1c80afa91b,cmpcand_59e42a05557e9468,7ad16113ab1c34fb2f8fcea5c8b546c3e3316cd040573d7acc908fb3527c22eb,19ca836f28f1a79b76c68b960ccb2bed6388e06a286670d027e66f47247f3a38,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00001379,63-68-3,L-Methionine,L-Methionine,lmethionine,63-68-3,63683,C5H11NO2S,c5h11no2s,ready,,,CHEMBL42336,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@H](N)C(=O)O,conflict,0.9900
cmpcandm_7ec8be2fd5f3cf96,cmpcand_59e42a05557e9468,a7514788d9b07917f6ebba9fa411739e12e5f6d5e480ecd940b691b163909da0,94220405f0d11f8157cbda4373e76362e02ab7571cde14598e371841124bafcb,365,384a8fa5-2563-55d9-92d8-bf83d7683747,C00001379,63-68-3,L-Methionine,L-Methionine,lmethionine,63-68-3,63683,C5H11NO2S,c5h11no2s,ready,,,CHEMBL42336,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@H](N)C(=O)O,conflict,0.9900
