alias_id,plant_id,alias_name,alias_key,alias_type,source_name,source_url,source_batch_id,retrieved_at
al_042698bff7610608eab85210,pl_fc161e463bf3f5c1ef71cbc5,Senna alexandrina Mill.,senna alexandrina mill,normalized_variant,KNApSAcK World,,,
al_0555bb8d7cecbabe81b691b9,pl_fc161e463bf3f5c1ef71cbc5,Cassia senna L.,cassia senna l,synonym_variant,KNApSAcK World,,,
al_66066b8e4150756439e40152,pl_fc352678d4cd8b7c80771f89,Mentha × piperita L.,mentha piperita l,normalized_variant,KNApSAcK World,,,
al_d0111a853a925cf653e4f191,pl_fca3bc9783d323d3d41e6532,Beilschmiedia madang (Blume) Blume,beilschmiedia madang blume blume,normalized_variant,KNApSAcK World,,,
al_92f68bf4b1ba09379f7c8a48,pl_fce044a9101aa54d9d4b8b50,Strychnos nux-vomica L.,strychnos nux vomica l,normalized_variant,KNApSAcK World,,,
al_e6cd03be0aa15dbc1e2869e0,pl_fd6b7b7e1abcf03eb881cbde,Coix lacryma-jobi L.,coix lacryma jobi l,normalized_variant,KNApSAcK World,,,
al_18bd3356e93a41f23900f05c,pl_fe388c6645d5b9ded7c7197b,Ficus septica Burm.fil.,ficus septica burm fil,normalized_variant,KNApSAcK World,,,
al_e3f3223eb1ff0381b9581b00,pl_fe512f5368e596dc3615a207,Quassia amara L.,quassia amara l,normalized_variant,KNApSAcK World,,,
al_bae1ccd3cd834a99f38a2a6b,pl_ff438b98df4db6ed95292477,Scaevola taccada (Gaertn.) Roxb.,scaevola taccada gaertn roxb,normalized_variant,KNApSAcK World,,,
al_89d5a1dea92793aad183ea61,pl_ff438b98df4db6ed95292477,Scaevola frutescens K.Krause,scaevola frutescens k krause,synonym_variant,KNApSAcK World,,,
